 ===========================
  Output from program Dusty 
  Version: 2.0
 ===========================
  
  INPUT parameters from file:
  year4_3400_350.inp                                                    
  
* ----------------------------------------------------------------------
* NOTES:
* This is a simple version of an input file producing a minimal output.
* ----------------------------------------------------------------------
  Central source spectrum described by a black body                       
  with temperature: 3400 K
  --------------------------------------------
  Abundances for supported grains:
  Sil-Ow Sil-Oc Sil-DL grf-DL amC-Hn SiC-Pg
  1.000  0.000  0.000  0.000  0.000  0.000
  MRN size distribution:
       Power q:  3.5
  Minimal size: 5.00E-03 microns
  Maximal size: 2.50E-01 microns
  --------------------------------------------
  Dust temperature on the inner boundary: 350  K
  --------------------------------------------
  Density for radiatively driven winds from
  full dynamic calculation.
  Relative thickness: 1.000E+04
  --------------------------------------------
  Optical depths at 1.0E+01 microns
  ranging from 1.00E-01 to 5.00E+01
  100 models with logarithmic grid           
  Required accuracy: 5%
  --------------------------------------------
  
  ====================================================  
  For compliance with the point-source assumption, the
  following results should only be applied to sources 
  whose effective temperature exceeds 733  K.
  ====================================================
          
  RESULTS:
  --------
 ###   tau0   F1(W/m2)  r1(cm)    r1/rc   theta1  Td(Y) err   Mdot      Ve       M> 
 ###     1        2        3        4        5      6    7      8        9       10 
 ======================================================================================
  48 1.91E+00 3.98E+02 2.77E+15 1.38E+02 2.07E+01    9   0 5.35E-05 3.48E+00 2.07E+00
  49 2.04E+00 3.93E+02 2.79E+15 1.39E+02 2.08E+01    9   0 5.58E-05 3.41E+00 2.02E+00
  50 2.17E+00 3.88E+02 2.81E+15 1.40E+02 2.10E+01    9   0 5.82E-05 3.35E+00 1.98E+00
  51 2.31E+00 3.83E+02 2.83E+15 1.41E+02 2.11E+01    9   0 6.07E-05 3.28E+00 1.93E+00
  52 2.46E+00 3.78E+02 2.84E+15 1.42E+02 2.12E+01    9   0 6.33E-05 3.21E+00 1.89E+00
  53 2.62E+00 3.73E+02 2.86E+15 1.43E+02 2.14E+01    9   0 6.61E-05 3.15E+00 1.85E+00
  54 2.79E+00 3.70E+02 2.88E+15 1.43E+02 2.15E+01    8   1 6.82E-05 3.10E+00 1.81E+00
  55 2.97E+00 3.65E+02 2.89E+15 1.44E+02 2.16E+01    8   1 7.13E-05 3.05E+00 1.77E+00
  56 3.16E+00 3.60E+02 2.91E+15 1.45E+02 2.17E+01    8   1 7.44E-05 2.99E+00 1.73E+00
  57 3.36E+00 3.55E+02 2.93E+15 1.46E+02 2.19E+01    8   1 7.78E-05 2.94E+00 1.69E+00
  58 3.58E+00 3.51E+02 2.95E+15 1.47E+02 2.20E+01    8   1 8.13E-05 2.88E+00 1.65E+00
  59 3.81E+00 3.45E+02 2.98E+15 1.48E+02 2.22E+01    8   1 8.53E-05 2.87E+00 1.60E+00
  60 4.06E+00 3.40E+02 3.00E+15 1.49E+02 2.24E+01    8   1 8.92E-05 2.82E+00 1.56E+00
  61 4.32E+00 3.37E+02 3.01E+15 1.50E+02 2.25E+01    8   0 9.28E-05 2.86E+00 1.50E+00
  62 4.60E+00 3.32E+02 3.04E+15 1.51E+02 2.26E+01    8   0 9.70E-05 2.82E+00 1.47E+00
  63 4.90E+00 3.27E+02 3.06E+15 1.52E+02 2.28E+01    8   0 1.01E-04 2.77E+00 1.44E+00
  64 5.22E+00 3.23E+02 3.08E+15 1.53E+02 2.30E+01    8   0 1.06E-04 2.73E+00 1.41E+00
  65 5.56E+00 3.18E+02 3.10E+15 1.54E+02 2.31E+01    8   0 1.11E-04 2.69E+00 1.38E+00
  66 5.92E+00 3.13E+02 3.12E+15 1.56E+02 2.33E+01    8   0 1.16E-04 2.65E+00 1.35E+00
  67 6.30E+00 3.08E+02 3.15E+15 1.57E+02 2.35E+01    8   0 1.22E-04 2.61E+00 1.32E+00
  68 6.71E+00 3.04E+02 3.17E+15 1.58E+02 2.37E+01    8   0 1.27E-04 2.57E+00 1.29E+00
  69 7.14E+00 2.99E+02 3.20E+15 1.59E+02 2.39E+01    8   0 1.34E-04 2.54E+00 1.26E+00
  70 7.61E+00 2.96E+02 3.22E+15 1.60E+02 2.40E+01    8   0 1.38E-04 2.51E+00 1.24E+00
  71 8.10E+00 2.91E+02 3.24E+15 1.61E+02 2.42E+01    8   0 1.45E-04 2.48E+00 1.22E+00
  72 8.62E+00 2.86E+02 3.27E+15 1.63E+02 2.44E+01    8   0 1.52E-04 2.45E+00 1.19E+00
  73 9.18E+00 2.81E+02 3.30E+15 1.64E+02 2.46E+01    7   0 1.60E-04 2.41E+00 1.17E+00
  74 9.78E+00 2.76E+02 3.33E+15 1.66E+02 2.48E+01    7   0 1.68E-04 2.38E+00 1.15E+00
  75 1.04E+01 2.71E+02 3.36E+15 1.67E+02 2.51E+01    7   0 1.76E-04 2.35E+00 1.13E+00
  76 1.11E+01 2.66E+02 3.39E+15 1.69E+02 2.53E+01    7   0 1.85E-04 2.32E+00 1.10E+00
  77 1.18E+01 2.61E+02 3.42E+15 1.70E+02 2.55E+01    7   0 1.94E-04 2.29E+00 1.08E+00
  78 1.26E+01 2.56E+02 3.46E+15 1.72E+02 2.58E+01    7   0 2.04E-04 2.26E+00 1.06E+00
  79 1.34E+01 2.51E+02 3.49E+15 1.74E+02 2.60E+01    7   0 2.15E-04 2.23E+00 1.05E+00
  80 1.42E+01 2.46E+02 3.53E+15 1.76E+02 2.63E+01    7   0 2.26E-04 2.20E+00 1.03E+00
  81 1.52E+01 2.39E+02 3.57E+15 1.78E+02 2.67E+01    7   0 2.38E-04 2.19E+00 1.00E+00
  82 1.62E+01 2.34E+02 3.61E+15 1.80E+02 2.70E+01    7   0 2.50E-04 2.16E+00 9.87E-01
  83 1.72E+01 2.29E+02 3.65E+15 1.82E+02 2.73E+01    7   0 2.64E-04 2.13E+00 9.71E-01
  84 1.83E+01 2.24E+02 3.69E+15 1.84E+02 2.76E+01    7   0 2.78E-04 2.11E+00 9.55E-01
  85 1.95E+01 2.19E+02 3.74E+15 1.86E+02 2.79E+01    7   0 2.94E-04 2.08E+00 9.40E-01
  86 2.08E+01 2.14E+02 3.78E+15 1.88E+02 2.82E+01    7   0 3.10E-04 2.05E+00 9.25E-01
  87 2.21E+01 2.10E+02 3.82E+15 1.90E+02 2.85E+01    7   0 3.25E-04 2.05E+00 9.07E-01
  88 2.35E+01 2.05E+02 3.86E+15 1.92E+02 2.88E+01    7   1 3.43E-04 2.02E+00 8.93E-01
  89 2.51E+01 2.00E+02 3.91E+15 1.95E+02 2.92E+01    7   1 3.62E-04 1.99E+00 8.80E-01
  90 2.67E+01 1.95E+02 3.96E+15 1.97E+02 2.96E+01    6   1 3.83E-04 1.97E+00 8.67E-01
  91 2.84E+01 1.90E+02 4.02E+15 2.00E+02 3.00E+01    6   1 4.05E-04 1.94E+00 8.55E-01
  92 3.03E+01 1.85E+02 4.07E+15 2.03E+02 3.04E+01    6   1 4.29E-04 1.91E+00 8.43E-01
  93 3.22E+01 1.80E+02 4.13E+15 2.05E+02 3.08E+01    6   1 4.54E-04 1.89E+00 8.32E-01
  94 3.43E+01 1.75E+02 4.19E+15 2.08E+02 3.12E+01    6   1 4.80E-04 1.86E+00 8.21E-01
  95 3.65E+01 1.70E+02 4.25E+15 2.11E+02 3.17E+01    6   1 5.09E-04 1.83E+00 8.10E-01
  96 3.89E+01 1.65E+02 4.31E+15 2.15E+02 3.21E+01    6   1 5.39E-04 1.81E+00 7.99E-01
  97 4.14E+01 1.60E+02 4.37E+15 2.18E+02 3.26E+01    6   1 5.72E-04 1.78E+00 7.89E-01
  98 4.41E+01 1.55E+02 4.44E+15 2.21E+02 3.31E+01    6   1 6.07E-04 1.76E+00 7.79E-01
  99 4.70E+01 1.50E+02 4.51E+15 2.25E+02 3.37E+01    6   1 6.44E-04 1.73E+00 7.70E-01
 100 5.00E+01 1.45E+02 4.59E+15 2.28E+02 3.42E+01    6   1 6.84E-04 1.70E+00 7.60E-01
 ======================================================================================
   (1) Optical depth at 1.0E+01 microns
   (2) Bolometric flux at the inner radius 
   (3) Inner radius for L=1E4 Lsun
   (4) Ratio of the inner to the stellar radius
   (5) Angular size (in arcsec) when Fbol=1E-6 W/m2
   (6) Dust temperature at the outer edge (in K)
   (7) Maximum error in flux conservation (%)
   (8) Mass-loss rate (in Msun/yr)
   (9) Terminal outflow velocity (in km/s)
   (10) Upper limit of the stellar mass (in Msun)
 =================================================
  Everything is OK for all models
  Spectra are in files *.s##
 ========== THE END ==============================
