grid_name,teff,tinner,number,odep,c,d,e,f,g,h,mdot,vexp,i
corundum-20-bb,2800,1000,84,18.3,18500.0,407000000000000.0,13.7,3.04,15.0,1.0,9.47e-05,7.23,0.95
corundum-20-bb,2800,1000,85,19.5,18000.0,412000000000000.0,13.9,3.08,15.0,1.0,0.0001,7.17,0.941
corundum-20-bb,2800,1000,86,20.8,17500.0,418000000000000.0,14.1,3.12,15.0,1.0,0.000106,7.12,0.933
corundum-20-bb,2800,1000,87,22.1,17100.0,423000000000000.0,14.3,3.16,15.0,1.0,0.000112,7.13,0.921
corundum-20-bb,2800,1000,88,23.5,16600.0,430000000000000.0,14.5,3.21,15.0,1.0,0.000118,7.08,0.914
corundum-20-bb,2800,1000,89,25.1,16100.0,436000000000000.0,14.7,3.26,14.0,1.0,0.000126,7.03,0.908
corundum-20-bb,2800,1000,90,26.7,15600.0,443000000000000.0,15.0,3.31,14.0,1.0,0.000133,6.97,0.901
corundum-20-bb,2800,1000,91,28.4,15100.0,451000000000000.0,15.2,3.36,14.0,1.0,0.000142,6.92,0.896
corundum-20-bb,2800,1000,92,30.3,14600.0,458000000000000.0,15.5,3.42,14.0,1.0,0.000151,6.86,0.89
corundum-20-bb,2800,1000,93,32.2,14100.0,466000000000000.0,15.7,3.48,14.0,2.0,0.00016,6.8,0.885
corundum-20-bb,2800,1000,94,34.3,13600.0,475000000000000.0,16.0,3.54,14.0,2.0,0.000171,6.74,0.881
corundum-20-bb,2800,1000,95,36.5,13100.0,484000000000000.0,16.3,3.61,14.0,2.0,0.000182,6.68,0.876
corundum-20-bb,2800,1000,96,38.9,12600.0,493000000000000.0,16.6,3.68,13.0,2.0,0.000194,6.61,0.873
corundum-20-bb,2800,1000,97,41.4,12100.0,503000000000000.0,17.0,3.75,13.0,2.0,0.000207,6.54,0.869
corundum-20-bb,2800,1000,98,44.1,11600.0,513000000000000.0,17.3,3.83,13.0,2.0,0.000221,6.47,0.866
corundum-20-bb,2800,1000,99,47.0,11200.0,523000000000000.0,17.7,3.9,13.0,2.0,0.000236,6.4,0.862
corundum-20-bb,2800,1000,100,50.0,10700.0,534000000000000.0,18.1,3.99,13.0,3.0,0.000252,6.33,0.86
corundum-20-bb,2800,1200,1,0.1,154000.0,141000000000000.0,4.77,1.05,27.0,0.0,1.53e-06,20.8,1.68
corundum-20-bb,2800,1200,2,0.106,152000.0,142000000000000.0,4.8,1.06,26.0,0.0,1.63e-06,21.0,1.72
corundum-20-bb,2800,1200,3,0.113,150000.0,143000000000000.0,4.82,1.06,26.0,0.0,1.72e-06,21.0,1.75
corundum-20-bb,2800,1200,4,0.121,149000.0,143000000000000.0,4.84,1.07,26.0,0.0,1.8e-06,21.1,1.78
corundum-20-bb,2800,1200,5,0.129,147000.0,144000000000000.0,4.87,1.08,26.0,0.0,1.89e-06,21.1,1.81
corundum-20-bb,2800,1200,6,0.137,146000.0,145000000000000.0,4.89,1.08,26.0,0.0,1.99e-06,21.2,1.84
corundum-20-bb,2800,1200,7,0.146,144000.0,146000000000000.0,4.92,1.09,26.0,0.0,2.09e-06,21.2,1.87
corundum-20-bb,2800,1200,8,0.155,142000.0,147000000000000.0,4.95,1.09,26.0,0.0,2.19e-06,21.2,1.89
corundum-20-bb,2800,1200,9,0.165,141000.0,147000000000000.0,4.98,1.1,26.0,0.0,2.3e-06,21.2,1.92
corundum-20-bb,2800,1200,10,0.176,139000.0,148000000000000.0,5.01,1.11,26.0,0.0,2.42e-06,21.2,1.94
corundum-20-bb,2800,1200,11,0.187,137000.0,149000000000000.0,5.04,1.11,26.0,0.0,2.54e-06,21.1,1.97
corundum-20-bb,2800,1200,12,0.199,136000.0,150000000000000.0,5.07,1.12,26.0,0.0,2.67e-06,21.0,1.99
corundum-20-bb,2800,1200,13,0.212,134000.0,151000000000000.0,5.1,1.13,25.0,0.0,2.8e-06,21.0,2.01
corundum-20-bb,2800,1200,14,0.226,132000.0,152000000000000.0,5.14,1.14,25.0,0.0,2.93e-06,20.9,2.03
corundum-20-bb,2800,1200,15,0.241,130000.0,153000000000000.0,5.17,1.14,25.0,0.0,3.08e-06,20.7,2.05
corundum-20-bb,2800,1200,16,0.256,129000.0,154000000000000.0,5.21,1.15,25.0,0.0,3.23e-06,20.6,2.06
corundum-20-bb,2800,1200,17,0.273,127000.0,155000000000000.0,5.24,1.16,25.0,0.0,3.38e-06,20.4,2.07
corundum-20-bb,2800,1200,18,0.291,125000.0,156000000000000.0,5.28,1.17,25.0,0.0,3.54e-06,20.3,2.09
corundum-20-bb,2800,1200,19,0.31,123000.0,157000000000000.0,5.32,1.17,25.0,0.0,3.71e-06,20.1,2.09
corundum-20-bb,2800,1200,20,0.33,122000.0,159000000000000.0,5.36,1.18,25.0,0.0,3.89e-06,19.9,2.1
corundum-20-bb,2800,1200,21,0.351,120000.0,160000000000000.0,5.39,1.19,24.0,0.0,4.07e-06,19.6,2.11
corundum-20-bb,2800,1200,22,0.374,118000.0,161000000000000.0,5.43,1.2,24.0,0.0,4.26e-06,19.4,2.11
corundum-20-bb,2800,1200,23,0.398,116000.0,162000000000000.0,5.47,1.21,24.0,0.0,4.45e-06,19.1,2.11
corundum-20-bb,2800,1200,24,0.424,115000.0,163000000000000.0,5.51,1.22,24.0,0.0,4.65e-06,18.9,2.11
corundum-20-bb,2800,1200,25,0.451,113000.0,164000000000000.0,5.55,1.23,24.0,0.0,4.86e-06,18.6,2.1
corundum-20-bb,2800,1200,26,0.48,111000.0,166000000000000.0,5.6,1.24,24.0,0.0,5.08e-06,18.3,2.1
corundum-20-bb,2800,1200,27,0.511,110000.0,167000000000000.0,5.64,1.25,24.0,0.0,5.31e-06,18.0,2.09
corundum-20-bb,2800,1200,28,0.545,108000.0,168000000000000.0,5.68,1.25,24.0,0.0,5.54e-06,17.6,2.08
corundum-20-bb,2800,1200,29,0.58,107000.0,169000000000000.0,5.72,1.26,23.0,0.0,5.78e-06,17.3,2.07
corundum-20-bb,2800,1200,30,0.617,105000.0,171000000000000.0,5.76,1.27,23.0,0.0,6.02e-06,16.9,2.05
corundum-20-bb,2800,1200,31,0.657,104000.0,172000000000000.0,5.81,1.28,23.0,0.0,6.28e-06,16.6,2.03
corundum-20-bb,2800,1200,32,0.7,102000.0,173000000000000.0,5.85,1.29,23.0,0.0,6.54e-06,16.2,2.02
corundum-20-bb,2800,1200,33,0.745,100000.0,174000000000000.0,5.89,1.3,23.0,0.0,6.85e-06,15.9,2.0
corundum-20-bb,2800,1200,34,0.794,99000.0,176000000000000.0,5.94,1.31,23.0,0.0,7.18e-06,15.7,1.99
corundum-20-bb,2800,1200,35,0.845,97500.0,177000000000000.0,5.98,1.32,23.0,0.0,7.52e-06,15.5,1.98
corundum-20-bb,2800,1200,36,0.9,96100.0,178000000000000.0,6.02,1.33,22.0,0.0,7.87e-06,15.3,1.96
corundum-20-bb,2800,1200,37,0.958,94700.0,180000000000000.0,6.07,1.34,22.0,0.0,8.24e-06,15.1,1.95
corundum-20-bb,2800,1200,38,1.02,93300.0,181000000000000.0,6.11,1.35,22.0,0.0,8.63e-06,14.9,1.93
corundum-20-bb,2800,1200,39,1.09,91900.0,182000000000000.0,6.16,1.36,22.0,0.0,9.04e-06,14.6,1.91
corundum-20-bb,2800,1200,40,1.16,90600.0,184000000000000.0,6.21,1.37,22.0,0.0,9.47e-06,14.4,1.89
corundum-20-bb,2800,1200,41,1.23,89200.0,185000000000000.0,6.25,1.38,22.0,0.0,9.91e-06,14.2,1.87
corundum-20-bb,2800,1200,42,1.31,88400.0,186000000000000.0,6.28,1.39,22.0,0.0,1.03e-05,14.0,1.86
corundum-20-bb,2800,1200,43,1.4,87000.0,187000000000000.0,6.33,1.4,22.0,0.0,1.07e-05,13.8,1.83
corundum-20-bb,2800,1200,44,1.49,85700.0,189000000000000.0,6.38,1.41,21.0,0.0,1.13e-05,13.5,1.81
corundum-20-bb,2800,1200,45,1.58,84100.0,191000000000000.0,6.44,1.42,21.0,0.0,1.19e-05,13.4,1.77
corundum-20-bb,2800,1200,46,1.69,82900.0,192000000000000.0,6.49,1.43,21.0,0.0,1.24e-05,13.2,1.75
corundum-20-bb,2800,1200,47,1.8,81600.0,194000000000000.0,6.54,1.44,21.0,0.0,1.3e-05,13.0,1.72
corundum-20-bb,2800,1200,48,1.91,80400.0,195000000000000.0,6.59,1.46,21.0,0.0,1.36e-05,12.7,1.7
corundum-20-bb,2800,1200,49,2.04,79200.0,197000000000000.0,6.64,1.47,21.0,0.0,1.43e-05,12.5,1.67
corundum-20-bb,2800,1200,50,2.17,78000.0,198000000000000.0,6.69,1.48,21.0,0.0,1.5e-05,12.3,1.65
corundum-20-bb,2800,1200,51,2.31,76800.0,200000000000000.0,6.74,1.49,21.0,0.0,1.57e-05,12.2,1.62
corundum-20-bb,2800,1200,52,2.46,75600.0,201000000000000.0,6.79,1.5,20.0,0.0,1.64e-05,12.0,1.6
corundum-20-bb,2800,1200,53,2.62,74800.0,202000000000000.0,6.83,1.51,20.0,0.0,1.7e-05,11.8,1.58
corundum-20-bb,2800,1200,54,2.79,73600.0,204000000000000.0,6.88,1.52,20.0,0.0,1.78e-05,11.7,1.55
corundum-20-bb,2800,1200,55,2.97,72400.0,205000000000000.0,6.94,1.53,20.0,0.0,1.87e-05,11.5,1.52
corundum-20-bb,2800,1200,56,3.16,71300.0,207000000000000.0,7.0,1.55,20.0,0.0,1.96e-05,11.3,1.5
corundum-20-bb,2800,1200,57,3.36,70100.0,209000000000000.0,7.05,1.56,20.0,0.0,2.05e-05,11.2,1.47
corundum-20-bb,2800,1200,58,3.58,68900.0,211000000000000.0,7.11,1.57,20.0,0.0,2.15e-05,11.0,1.45
corundum-20-bb,2800,1200,59,3.81,67500.0,213000000000000.0,7.19,1.59,20.0,0.0,2.27e-05,11.0,1.42
corundum-20-bb,2800,1200,60,4.06,66400.0,215000000000000.0,7.25,1.6,20.0,0.0,2.38e-05,10.8,1.39
corundum-20-bb,2800,1200,61,4.32,65400.0,216000000000000.0,7.3,1.61,20.0,0.0,2.49e-05,10.9,1.35
corundum-20-bb,2800,1200,62,4.6,64300.0,218000000000000.0,7.37,1.63,19.0,0.0,2.61e-05,10.8,1.33
corundum-20-bb,2800,1200,63,4.9,63100.0,220000000000000.0,7.43,1.64,19.0,0.0,2.74e-05,10.7,1.31
corundum-20-bb,2800,1200,64,5.22,62000.0,222000000000000.0,7.5,1.66,19.0,0.0,2.87e-05,10.5,1.29
corundum-20-bb,2800,1200,65,5.56,60900.0,224000000000000.0,7.57,1.67,19.0,0.0,3.02e-05,10.4,1.27
corundum-20-bb,2800,1200,66,5.92,59700.0,226000000000000.0,7.64,1.69,19.0,0.0,3.17e-05,10.3,1.25
corundum-20-bb,2800,1200,67,6.3,58600.0,228000000000000.0,7.71,1.7,19.0,0.0,3.33e-05,10.2,1.23
corundum-20-bb,2800,1200,68,6.71,57500.0,231000000000000.0,7.79,1.72,19.0,0.0,3.5e-05,10.1,1.21
corundum-20-bb,2800,1200,69,7.14,56400.0,233000000000000.0,7.87,1.74,19.0,0.0,3.68e-05,9.97,1.19
corundum-20-bb,2800,1200,70,7.61,55600.0,235000000000000.0,7.92,1.75,19.0,0.0,3.81e-05,9.93,1.17
corundum-20-bb,2800,1200,71,8.1,54500.0,237000000000000.0,8.0,1.77,19.0,0.0,4.01e-05,9.83,1.16
corundum-20-bb,2800,1200,72,8.62,53300.0,240000000000000.0,8.09,1.79,18.0,0.0,4.22e-05,9.73,1.14
corundum-20-bb,2800,1200,73,9.18,52200.0,242000000000000.0,8.18,1.81,18.0,0.0,4.45e-05,9.63,1.13
corundum-20-bb,2800,1200,74,9.78,51000.0,245000000000000.0,8.27,1.83,18.0,0.0,4.68e-05,9.54,1.11
corundum-20-bb,2800,1200,75,10.4,49900.0,248000000000000.0,8.36,1.85,18.0,0.0,4.94e-05,9.44,1.1
corundum-20-bb,2800,1200,76,11.1,48700.0,251000000000000.0,8.46,1.87,18.0,0.0,5.21e-05,9.35,1.08
corundum-20-bb,2800,1200,77,11.8,47500.0,254000000000000.0,8.57,1.89,18.0,0.0,5.49e-05,9.27,1.07
corundum-20-bb,2800,1200,78,12.6,46400.0,257000000000000.0,8.67,1.92,18.0,0.0,5.8e-05,9.19,1.06
corundum-20-bb,2800,1200,79,13.4,45200.0,260000000000000.0,8.79,1.94,18.0,0.0,6.13e-05,9.1,1.05
corundum-20-bb,2800,1200,80,14.2,44000.0,264000000000000.0,8.9,1.97,18.0,0.0,6.47e-05,9.02,1.03
corundum-20-bb,2800,1200,81,15.2,42800.0,267000000000000.0,9.02,1.99,18.0,0.0,6.84e-05,8.94,1.02
corundum-20-bb,2800,1200,82,16.2,41700.0,271000000000000.0,9.15,2.02,17.0,0.0,7.24e-05,8.86,1.01
corundum-20-bb,2800,1200,83,17.2,40500.0,275000000000000.0,9.28,2.05,17.0,1.0,7.67e-05,8.79,1.0
corundum-20-bb,2800,1200,84,18.3,39300.0,279000000000000.0,9.42,2.08,17.0,1.0,8.12e-05,8.71,0.996
corundum-20-bb,2800,1200,85,19.5,38100.0,283000000000000.0,9.57,2.11,17.0,1.0,8.6e-05,8.63,0.987
corundum-20-bb,2800,1200,86,20.8,36900.0,288000000000000.0,9.72,2.15,17.0,1.0,9.13e-05,8.55,0.98
corundum-20-bb,2800,1200,87,22.1,35900.0,292000000000000.0,9.86,2.18,17.0,1.0,9.62e-05,8.57,0.967
corundum-20-bb,2800,1200,88,23.5,34700.0,297000000000000.0,10.0,2.21,17.0,1.0,0.000102,8.49,0.961
corundum-20-bb,2800,1200,89,25.1,33600.0,302000000000000.0,10.2,2.25,17.0,1.0,0.000109,8.42,0.955
corundum-20-bb,2800,1200,90,26.7,32400.0,307000000000000.0,10.4,2.29,16.0,1.0,0.000115,8.34,0.949
corundum-20-bb,2800,1200,91,28.4,31200.0,313000000000000.0,10.6,2.33,16.0,1.0,0.000123,8.26,0.944
corundum-20-bb,2800,1200,92,30.3,30100.0,319000000000000.0,10.8,2.38,16.0,1.0,0.000131,8.18,0.939
corundum-20-bb,2800,1200,93,32.2,29000.0,325000000000000.0,11.0,2.42,16.0,1.0,0.000139,8.1,0.935
corundum-20-bb,2800,1200,94,34.3,27800.0,331000000000000.0,11.2,2.47,16.0,1.0,0.000149,8.01,0.931
corundum-20-bb,2800,1200,95,36.5,26700.0,338000000000000.0,11.4,2.52,16.0,2.0,0.000158,7.93,0.928
corundum-20-bb,2800,1200,96,38.9,25700.0,345000000000000.0,11.7,2.58,16.0,2.0,0.000169,7.84,0.924
corundum-20-bb,2800,1200,97,41.4,24600.0,353000000000000.0,11.9,2.63,15.0,2.0,0.000181,7.76,0.921
corundum-20-bb,2800,1200,98,44.1,23500.0,360000000000000.0,12.2,2.69,15.0,2.0,0.000193,7.67,0.919
corundum-20-bb,2800,1200,99,47.0,22500.0,369000000000000.0,12.4,2.75,15.0,2.0,0.000207,7.58,0.916
corundum-20-bb,2800,1200,100,50.0,21500.0,377000000000000.0,12.7,2.81,15.0,2.0,0.000221,7.48,0.914
corundum-20-bb,2800,600,1,0.1,8680.0,593000000000000.0,20.0,4.43,16.0,0.0,3.14e-06,10.1,1.68
corundum-20-bb,2800,600,2,0.106,8580.0,597000000000000.0,20.2,4.46,16.0,0.0,3.35e-06,10.2,1.72
corundum-20-bb,2800,600,3,0.113,8490.0,600000000000000.0,20.3,4.48,16.0,0.0,3.52e-06,10.3,1.75
corundum-20-bb,2800,600,4,0.121,8400.0,603000000000000.0,20.4,4.5,16.0,0.0,3.7e-06,10.3,1.78
corundum-20-bb,2800,600,5,0.129,8310.0,606000000000000.0,20.5,4.52,16.0,0.0,3.88e-06,10.3,1.81
corundum-20-bb,2800,600,6,0.137,8220.0,610000000000000.0,20.6,4.55,16.0,0.0,4.08e-06,10.3,1.84
corundum-20-bb,2800,600,7,0.146,8130.0,613000000000000.0,20.7,4.58,16.0,0.0,4.28e-06,10.3,1.86
corundum-20-bb,2800,600,8,0.155,8040.0,617000000000000.0,20.8,4.6,16.0,0.0,4.5e-06,10.3,1.89
corundum-20-bb,2800,600,9,0.165,7940.0,621000000000000.0,21.0,4.63,16.0,0.0,4.73e-06,10.3,1.92
corundum-20-bb,2800,600,10,0.176,7840.0,624000000000000.0,21.1,4.66,16.0,0.0,4.96e-06,10.3,1.94
corundum-20-bb,2800,600,11,0.187,7740.0,628000000000000.0,21.2,4.69,16.0,0.0,5.21e-06,10.3,1.97
corundum-20-bb,2800,600,12,0.199,7640.0,633000000000000.0,21.4,4.72,15.0,0.0,5.47e-06,10.2,1.99
corundum-20-bb,2800,600,13,0.212,7540.0,637000000000000.0,21.5,4.75,15.0,0.0,5.74e-06,10.2,2.01
corundum-20-bb,2800,600,14,0.226,7440.0,641000000000000.0,21.7,4.78,15.0,0.0,6.02e-06,10.2,2.03
corundum-20-bb,2800,600,15,0.241,7340.0,646000000000000.0,21.8,4.82,15.0,0.0,6.31e-06,10.1,2.04
corundum-20-bb,2800,600,16,0.256,7240.0,650000000000000.0,22.0,4.85,15.0,0.0,6.62e-06,10.0,2.06
corundum-20-bb,2800,600,17,0.273,7130.0,655000000000000.0,22.1,4.88,15.0,0.0,6.94e-06,9.95,2.07
corundum-20-bb,2800,600,18,0.291,7030.0,659000000000000.0,22.3,4.92,15.0,0.0,7.27e-06,9.87,2.08
corundum-20-bb,2800,600,19,0.31,6930.0,664000000000000.0,22.4,4.96,15.0,0.0,7.61e-06,9.77,2.09
corundum-20-bb,2800,600,20,0.33,6830.0,669000000000000.0,22.6,4.99,15.0,0.0,7.97e-06,9.67,2.1
corundum-20-bb,2800,600,21,0.351,6730.0,674000000000000.0,22.8,5.03,15.0,0.0,8.34e-06,9.56,2.1
corundum-20-bb,2800,600,22,0.374,6630.0,679000000000000.0,22.9,5.07,15.0,0.0,8.73e-06,9.44,2.1
corundum-20-bb,2800,600,23,0.398,6530.0,684000000000000.0,23.1,5.11,15.0,0.0,9.13e-06,9.31,2.1
corundum-20-bb,2800,600,24,0.424,6430.0,690000000000000.0,23.3,5.14,15.0,0.0,9.55e-06,9.18,2.1
corundum-20-bb,2800,600,25,0.451,6330.0,695000000000000.0,23.5,5.18,15.0,0.0,9.98e-06,9.04,2.1
corundum-20-bb,2800,600,26,0.48,6240.0,700000000000000.0,23.6,5.22,14.0,0.0,1.04e-05,8.89,2.09
corundum-20-bb,2800,600,27,0.511,6140.0,706000000000000.0,23.8,5.26,14.0,0.0,1.09e-05,8.73,2.08
corundum-20-bb,2800,600,28,0.545,6050.0,711000000000000.0,24.0,5.3,14.0,0.0,1.14e-05,8.57,2.07
corundum-20-bb,2800,600,29,0.58,5960.0,716000000000000.0,24.2,5.35,14.0,0.0,1.19e-05,8.4,2.06
corundum-20-bb,2800,600,30,0.617,5870.0,722000000000000.0,24.4,5.39,14.0,0.0,1.24e-05,8.23,2.05
corundum-20-bb,2800,600,31,0.657,5780.0,728000000000000.0,24.6,5.43,14.0,0.0,1.29e-05,8.05,2.03
corundum-20-bb,2800,600,32,0.7,5690.0,733000000000000.0,24.8,5.47,14.0,0.0,1.34e-05,7.87,2.01
corundum-20-bb,2800,600,33,0.745,5600.0,739000000000000.0,25.0,5.51,14.0,0.0,1.41e-05,7.76,2.0
corundum-20-bb,2800,600,34,0.794,5510.0,745000000000000.0,25.2,5.56,14.0,0.0,1.47e-05,7.66,1.99
corundum-20-bb,2800,600,35,0.845,5430.0,751000000000000.0,25.4,5.6,14.0,0.0,1.55e-05,7.56,1.98
corundum-20-bb,2800,600,36,0.9,5340.0,757000000000000.0,25.6,5.65,14.0,0.0,1.62e-05,7.45,1.96
corundum-20-bb,2800,600,37,0.958,5260.0,763000000000000.0,25.8,5.69,14.0,0.0,1.7e-05,7.35,1.94
corundum-20-bb,2800,600,38,1.02,5180.0,769000000000000.0,26.0,5.73,13.0,0.0,1.78e-05,7.24,1.93
corundum-20-bb,2800,600,39,1.09,5100.0,775000000000000.0,26.2,5.78,13.0,0.0,1.86e-05,7.14,1.91
corundum-20-bb,2800,600,40,1.16,5020.0,781000000000000.0,26.4,5.83,13.0,0.0,1.95e-05,7.03,1.89
corundum-20-bb,2800,600,41,1.23,4940.0,787000000000000.0,26.6,5.87,13.0,0.0,2.04e-05,6.92,1.87
corundum-20-bb,2800,600,42,1.31,4880.0,791000000000000.0,26.7,5.9,13.0,0.0,2.11e-05,6.83,1.86
corundum-20-bb,2800,600,43,1.4,4810.0,798000000000000.0,26.9,5.95,13.0,0.0,2.21e-05,6.72,1.83
corundum-20-bb,2800,600,44,1.49,4730.0,804000000000000.0,27.2,6.0,13.0,0.0,2.32e-05,6.62,1.81
corundum-20-bb,2800,600,45,1.58,4640.0,812000000000000.0,27.4,6.06,13.0,0.0,2.45e-05,6.55,1.78
corundum-20-bb,2800,600,46,1.69,4560.0,819000000000000.0,27.7,6.11,13.0,0.0,2.56e-05,6.45,1.75
corundum-20-bb,2800,600,47,1.8,4490.0,826000000000000.0,27.9,6.16,13.0,0.0,2.69e-05,6.35,1.73
corundum-20-bb,2800,600,48,1.91,4410.0,832000000000000.0,28.1,6.21,13.0,0.0,2.81e-05,6.25,1.7
corundum-20-bb,2800,600,49,2.04,4340.0,839000000000000.0,28.3,6.26,13.0,0.0,2.95e-05,6.16,1.68
corundum-20-bb,2800,600,50,2.17,4270.0,846000000000000.0,28.6,6.32,12.0,0.0,3.09e-05,6.07,1.66
corundum-20-bb,2800,600,51,2.31,4200.0,854000000000000.0,28.8,6.37,12.0,0.0,3.24e-05,5.98,1.63
corundum-20-bb,2800,600,52,2.46,4130.0,861000000000000.0,29.1,6.42,12.0,0.0,3.39e-05,5.89,1.61
corundum-20-bb,2800,600,53,2.62,4080.0,866000000000000.0,29.2,6.46,12.0,0.0,3.52e-05,5.83,1.59
corundum-20-bb,2800,600,54,2.79,4010.0,873000000000000.0,29.5,6.52,12.0,0.0,3.69e-05,5.75,1.56
corundum-20-bb,2800,600,55,2.97,3940.0,881000000000000.0,29.8,6.57,12.0,0.0,3.87e-05,5.67,1.54
corundum-20-bb,2800,600,56,3.16,3870.0,889000000000000.0,30.0,6.63,12.0,0.0,4.05e-05,5.59,1.52
corundum-20-bb,2800,600,57,3.36,3800.0,897000000000000.0,30.3,6.69,12.0,0.0,4.25e-05,5.52,1.49
corundum-20-bb,2800,600,58,3.58,3740.0,905000000000000.0,30.6,6.75,12.0,0.0,4.46e-05,5.44,1.47
corundum-20-bb,2800,600,59,3.81,3650.0,915000000000000.0,30.9,6.83,12.0,0.0,4.71e-05,5.42,1.43
corundum-20-bb,2800,600,60,4.06,3590.0,923000000000000.0,31.2,6.89,12.0,0.0,4.94e-05,5.35,1.41
corundum-20-bb,2800,600,61,4.32,3530.0,931000000000000.0,31.4,6.95,12.0,0.0,5.17e-05,5.4,1.37
corundum-20-bb,2800,600,62,4.6,3460.0,940000000000000.0,31.7,7.01,12.0,0.0,5.43e-05,5.33,1.35
corundum-20-bb,2800,600,63,4.9,3400.0,948000000000000.0,32.0,7.08,11.0,0.0,5.69e-05,5.27,1.33
corundum-20-bb,2800,600,64,5.22,3340.0,957000000000000.0,32.3,7.14,11.0,0.0,5.98e-05,5.21,1.31
corundum-20-bb,2800,600,65,5.56,3270.0,966000000000000.0,32.6,7.21,11.0,0.0,6.27e-05,5.15,1.29
corundum-20-bb,2800,600,66,5.92,3210.0,976000000000000.0,33.0,7.28,11.0,0.0,6.58e-05,5.09,1.27
corundum-20-bb,2800,600,67,6.3,3150.0,985000000000000.0,33.3,7.35,11.0,0.0,6.91e-05,5.03,1.25
corundum-20-bb,2800,600,68,6.71,3090.0,995000000000000.0,33.6,7.42,11.0,0.0,7.26e-05,4.98,1.23
corundum-20-bb,2800,600,69,7.14,3030.0,1000000000000000.0,33.9,7.5,11.0,0.0,7.63e-05,4.93,1.21
corundum-20-bb,2800,600,70,7.61,2990.0,1010000000000000.0,34.2,7.55,11.0,0.0,7.91e-05,4.89,1.19
corundum-20-bb,2800,600,71,8.1,2930.0,1020000000000000.0,34.5,7.63,11.0,0.0,8.32e-05,4.84,1.17
corundum-20-bb,2800,600,72,8.62,2870.0,1030000000000000.0,34.9,7.71,11.0,0.0,8.74e-05,4.79,1.16
corundum-20-bb,2800,600,73,9.18,2810.0,1040000000000000.0,35.2,7.79,11.0,0.0,9.2e-05,4.74,1.14
corundum-20-bb,2800,600,74,9.78,2750.0,1050000000000000.0,35.6,7.87,11.0,0.0,9.68e-05,4.7,1.12
corundum-20-bb,2800,600,75,10.4,2690.0,1070000000000000.0,36.0,7.95,11.0,0.0,0.000102,4.65,1.11
corundum-20-bb,2800,600,76,11.1,2630.0,1080000000000000.0,36.4,8.04,10.0,0.0,0.000107,4.61,1.09
corundum-20-bb,2800,600,77,11.8,2580.0,1090000000000000.0,36.8,8.13,10.0,1.0,0.000113,4.56,1.07
corundum-20-bb,2800,600,78,12.6,2520.0,1100000000000000.0,37.2,8.22,10.0,1.0,0.000119,4.52,1.06
corundum-20-bb,2800,600,79,13.4,2460.0,1110000000000000.0,37.6,8.32,10.0,1.0,0.000125,4.48,1.04
corundum-20-bb,2800,600,80,14.2,2400.0,1130000000000000.0,38.1,8.41,10.0,1.0,0.000132,4.45,1.03
corundum-20-bb,2800,600,81,15.2,2350.0,1140000000000000.0,38.5,8.51,10.0,1.0,0.000139,4.41,1.02
corundum-20-bb,2800,600,82,16.2,2290.0,1160000000000000.0,39.0,8.62,10.0,1.0,0.000147,4.37,1.0
corundum-20-bb,2800,600,83,17.2,2240.0,1170000000000000.0,39.5,8.73,10.0,1.0,0.000155,4.33,0.992
corundum-20-bb,2800,600,84,18.3,2180.0,1180000000000000.0,40.0,8.84,10.0,1.0,0.000164,4.3,0.98
corundum-20-bb,2800,600,85,19.5,2120.0,1200000000000000.0,40.5,8.95,10.0,1.0,0.000173,4.26,0.968
corundum-20-bb,2800,600,86,20.8,2070.0,1220000000000000.0,41.1,9.07,10.0,1.0,0.000183,4.22,0.957
corundum-20-bb,2800,600,87,22.1,2020.0,1230000000000000.0,41.5,9.17,10.0,1.0,0.000192,4.2,0.944
corundum-20-bb,2800,600,88,23.5,1970.0,1250000000000000.0,42.1,9.3,9.0,1.0,0.000203,4.16,0.934
corundum-20-bb,2800,600,89,25.1,1910.0,1260000000000000.0,42.7,9.43,9.0,2.0,0.000215,4.13,0.924
corundum-20-bb,2800,600,90,26.7,1860.0,1280000000000000.0,43.3,9.57,9.0,2.0,0.000227,4.09,0.915
corundum-20-bb,2800,600,91,28.4,1800.0,1300000000000000.0,44.0,9.71,9.0,2.0,0.000241,4.05,0.906
corundum-20-bb,2800,600,92,30.3,1750.0,1320000000000000.0,44.6,9.86,9.0,2.0,0.000255,4.01,0.897
corundum-20-bb,2800,600,93,32.2,1700.0,1340000000000000.0,45.4,10.0,9.0,2.0,0.00027,3.97,0.889
corundum-20-bb,2800,600,94,34.3,1640.0,1360000000000000.0,46.1,10.2,9.0,2.0,0.000287,3.93,0.881
corundum-20-bb,2800,600,95,36.5,1590.0,1390000000000000.0,46.9,10.4,9.0,2.0,0.000305,3.89,0.873
corundum-20-bb,2800,600,96,38.9,1530.0,1410000000000000.0,47.7,10.5,9.0,2.0,0.000324,3.85,0.866
corundum-20-bb,2800,600,97,41.4,1480.0,1440000000000000.0,48.5,10.7,9.0,2.0,0.000344,3.81,0.859
corundum-20-bb,2800,600,98,44.1,1430.0,1460000000000000.0,49.4,10.9,8.0,3.0,0.000366,3.76,0.852
corundum-20-bb,2800,600,99,47.0,1380.0,1490000000000000.0,50.3,11.1,8.0,3.0,0.00039,3.72,0.846
corundum-20-bb,2800,600,100,50.0,1330.0,1520000000000000.0,51.3,11.3,8.0,3.0,0.000415,3.68,0.84
