grid_name,teff,tinner,number,odep,c,d,e,f,g,h,mdot,vexp,i
corundum-20-bb,3000,1200,88,23.5,32900.0,305000000000000.0,11.8,2.27,17.0,1.0,0.000104,8.38,0.966
corundum-20-bb,3000,1200,89,25.1,31900.0,310000000000000.0,12.0,2.31,16.0,1.0,0.00011,8.3,0.96
corundum-20-bb,3000,1200,90,26.7,30800.0,315000000000000.0,12.2,2.35,16.0,1.0,0.000117,8.23,0.954
corundum-20-bb,3000,1200,91,28.4,29800.0,320000000000000.0,12.4,2.39,16.0,1.0,0.000125,8.15,0.948
corundum-20-bb,3000,1200,92,30.3,28800.0,326000000000000.0,12.6,2.43,16.0,1.0,0.000133,8.08,0.943
corundum-20-bb,3000,1200,93,32.2,27700.0,332000000000000.0,12.9,2.48,16.0,1.0,0.000141,8.0,0.939
corundum-20-bb,3000,1200,94,34.3,26700.0,338000000000000.0,13.1,2.52,16.0,1.0,0.000151,7.92,0.934
corundum-20-bb,3000,1200,95,36.5,25700.0,345000000000000.0,13.4,2.57,16.0,2.0,0.000161,7.84,0.93
corundum-20-bb,3000,1200,96,38.9,24700.0,352000000000000.0,13.6,2.63,15.0,2.0,0.000171,7.76,0.927
corundum-20-bb,3000,1200,97,41.4,23700.0,359000000000000.0,13.9,2.68,15.0,2.0,0.000183,7.68,0.924
corundum-20-bb,3000,1200,98,44.1,22700.0,367000000000000.0,14.2,2.74,15.0,2.0,0.000195,7.59,0.921
corundum-20-bb,3000,1200,99,47.0,21800.0,375000000000000.0,14.5,2.8,15.0,2.0,0.000209,7.51,0.918
corundum-20-bb,3000,1200,100,50.0,20800.0,383000000000000.0,14.9,2.86,15.0,2.0,0.000223,7.42,0.916
corundum-20-bb,3000,600,1,0.1,7720.0,629000000000000.0,24.4,4.69,16.0,0.0,3.45e-06,10.5,1.91
corundum-20-bb,3000,600,2,0.106,7620.0,634000000000000.0,24.6,4.73,16.0,0.0,3.68e-06,10.5,1.95
corundum-20-bb,3000,600,3,0.113,7540.0,637000000000000.0,24.7,4.75,16.0,0.0,3.86e-06,10.6,1.99
corundum-20-bb,3000,600,4,0.121,7460.0,640000000000000.0,24.8,4.78,16.0,0.0,4.06e-06,10.6,2.02
corundum-20-bb,3000,600,5,0.129,7370.0,644000000000000.0,25.0,4.81,16.0,0.0,4.26e-06,10.6,2.05
corundum-20-bb,3000,600,6,0.137,7280.0,648000000000000.0,25.1,4.83,16.0,0.0,4.47e-06,10.6,2.08
corundum-20-bb,3000,600,7,0.146,7200.0,652000000000000.0,25.3,4.86,16.0,0.0,4.7e-06,10.6,2.11
corundum-20-bb,3000,600,8,0.155,7110.0,656000000000000.0,25.4,4.89,16.0,0.0,4.93e-06,10.6,2.14
corundum-20-bb,3000,600,9,0.165,7020.0,660000000000000.0,25.6,4.93,15.0,0.0,5.18e-06,10.5,2.16
corundum-20-bb,3000,600,10,0.176,6930.0,665000000000000.0,25.8,4.96,15.0,0.0,5.43e-06,10.5,2.19
corundum-20-bb,3000,600,11,0.187,6830.0,669000000000000.0,25.9,4.99,15.0,0.0,5.7e-06,10.5,2.21
corundum-20-bb,3000,600,12,0.199,6740.0,674000000000000.0,26.1,5.03,15.0,0.0,5.98e-06,10.4,2.23
corundum-20-bb,3000,600,13,0.212,6650.0,678000000000000.0,26.3,5.06,15.0,0.0,6.27e-06,10.4,2.25
corundum-20-bb,3000,600,14,0.226,6560.0,683000000000000.0,26.5,5.1,15.0,0.0,6.57e-06,10.3,2.27
corundum-20-bb,3000,600,15,0.241,6460.0,688000000000000.0,26.7,5.13,15.0,0.0,6.88e-06,10.2,2.28
corundum-20-bb,3000,600,16,0.256,6370.0,693000000000000.0,26.9,5.17,15.0,0.0,7.21e-06,10.1,2.3
corundum-20-bb,3000,600,17,0.273,6280.0,698000000000000.0,27.1,5.21,15.0,0.0,7.55e-06,10.0,2.31
corundum-20-bb,3000,600,18,0.291,6190.0,703000000000000.0,27.3,5.25,15.0,0.0,7.9e-06,9.93,2.31
corundum-20-bb,3000,600,19,0.31,6100.0,708000000000000.0,27.5,5.28,15.0,0.0,8.27e-06,9.82,2.32
corundum-20-bb,3000,600,20,0.33,6010.0,713000000000000.0,27.7,5.32,15.0,0.0,8.65e-06,9.69,2.32
corundum-20-bb,3000,600,21,0.351,5920.0,719000000000000.0,27.9,5.36,15.0,0.0,9.04e-06,9.56,2.32
corundum-20-bb,3000,600,22,0.374,5830.0,724000000000000.0,28.1,5.4,15.0,0.0,9.45e-06,9.42,2.32
corundum-20-bb,3000,600,23,0.398,5740.0,730000000000000.0,28.3,5.44,14.0,0.0,9.87e-06,9.27,2.31
corundum-20-bb,3000,600,24,0.424,5660.0,735000000000000.0,28.5,5.48,14.0,0.0,1.03e-05,9.12,2.31
corundum-20-bb,3000,600,25,0.451,5570.0,741000000000000.0,28.7,5.53,14.0,0.0,1.08e-05,8.96,2.3
corundum-20-bb,3000,600,26,0.48,5490.0,746000000000000.0,28.9,5.57,14.0,0.0,1.12e-05,8.79,2.28
corundum-20-bb,3000,600,27,0.511,5410.0,752000000000000.0,29.1,5.61,14.0,0.0,1.17e-05,8.61,2.27
corundum-20-bb,3000,600,28,0.545,5330.0,757000000000000.0,29.4,5.65,14.0,0.0,1.22e-05,8.43,2.25
corundum-20-bb,3000,600,29,0.58,5250.0,763000000000000.0,29.6,5.69,14.0,0.0,1.27e-05,8.25,2.23
corundum-20-bb,3000,600,30,0.617,5170.0,769000000000000.0,29.8,5.74,14.0,0.0,1.32e-05,8.06,2.21
corundum-20-bb,3000,600,31,0.657,5090.0,775000000000000.0,30.0,5.78,14.0,0.0,1.38e-05,7.92,2.2
corundum-20-bb,3000,600,32,0.7,5020.0,781000000000000.0,30.3,5.82,14.0,0.0,1.45e-05,7.82,2.18
corundum-20-bb,3000,600,33,0.745,4940.0,786000000000000.0,30.5,5.87,14.0,0.0,1.52e-05,7.71,2.17
corundum-20-bb,3000,600,34,0.794,4870.0,792000000000000.0,30.7,5.91,14.0,0.0,1.59e-05,7.6,2.15
corundum-20-bb,3000,600,35,0.845,4800.0,798000000000000.0,31.0,5.96,13.0,0.0,1.66e-05,7.49,2.13
corundum-20-bb,3000,600,36,0.9,4730.0,804000000000000.0,31.2,6.0,13.0,0.0,1.74e-05,7.38,2.11
corundum-20-bb,3000,600,37,0.958,4660.0,810000000000000.0,31.4,6.05,13.0,0.0,1.82e-05,7.27,2.09
corundum-20-bb,3000,600,38,1.02,4590.0,816000000000000.0,31.7,6.09,13.0,0.0,1.9e-05,7.15,2.07
corundum-20-bb,3000,600,39,1.09,4520.0,823000000000000.0,31.9,6.14,13.0,0.0,1.99e-05,7.04,2.04
corundum-20-bb,3000,600,40,1.16,4450.0,829000000000000.0,32.1,6.18,13.0,0.0,2.08e-05,6.93,2.02
corundum-20-bb,3000,600,41,1.23,4380.0,835000000000000.0,32.4,6.23,13.0,0.0,2.18e-05,6.81,1.99
corundum-20-bb,3000,600,42,1.31,4340.0,839000000000000.0,32.5,6.26,13.0,0.0,2.25e-05,6.72,1.98
corundum-20-bb,3000,600,43,1.4,4280.0,846000000000000.0,32.8,6.31,13.0,0.0,2.36e-05,6.61,1.95
corundum-20-bb,3000,600,44,1.49,4210.0,852000000000000.0,33.0,6.36,13.0,0.0,2.47e-05,6.5,1.92
corundum-20-bb,3000,600,45,1.58,4130.0,860000000000000.0,33.4,6.42,13.0,0.0,2.6e-05,6.44,1.88
corundum-20-bb,3000,600,46,1.69,4070.0,867000000000000.0,33.6,6.47,13.0,0.0,2.72e-05,6.34,1.85
corundum-20-bb,3000,600,47,1.8,4010.0,874000000000000.0,33.9,6.52,12.0,0.0,2.85e-05,6.23,1.82
corundum-20-bb,3000,600,48,1.91,3940.0,880000000000000.0,34.1,6.57,12.0,0.0,2.98e-05,6.14,1.8
corundum-20-bb,3000,600,49,2.04,3880.0,887000000000000.0,34.4,6.62,12.0,0.0,3.12e-05,6.04,1.77
corundum-20-bb,3000,600,50,2.17,3820.0,894000000000000.0,34.7,6.67,12.0,0.0,3.27e-05,5.95,1.74
corundum-20-bb,3000,600,51,2.31,3760.0,902000000000000.0,35.0,6.73,12.0,0.0,3.42e-05,5.86,1.71
corundum-20-bb,3000,600,52,2.46,3700.0,909000000000000.0,35.2,6.78,12.0,0.0,3.58e-05,5.77,1.68
corundum-20-bb,3000,600,53,2.62,3660.0,914000000000000.0,35.4,6.82,12.0,0.0,3.71e-05,5.71,1.66
corundum-20-bb,3000,600,54,2.79,3600.0,921000000000000.0,35.7,6.87,12.0,0.0,3.88e-05,5.63,1.63
corundum-20-bb,3000,600,55,2.97,3550.0,929000000000000.0,36.0,6.93,12.0,0.0,4.07e-05,5.55,1.6
corundum-20-bb,3000,600,56,3.16,3490.0,936000000000000.0,36.3,6.99,12.0,0.0,4.26e-05,5.47,1.58
corundum-20-bb,3000,600,57,3.36,3430.0,944000000000000.0,36.6,7.05,12.0,0.0,4.47e-05,5.39,1.55
corundum-20-bb,3000,600,58,3.58,3370.0,952000000000000.0,36.9,7.11,12.0,0.0,4.68e-05,5.32,1.52
corundum-20-bb,3000,600,59,3.81,3300.0,962000000000000.0,37.3,7.18,12.0,0.0,4.94e-05,5.3,1.49
corundum-20-bb,3000,600,60,4.06,3250.0,971000000000000.0,37.6,7.24,11.0,0.0,5.18e-05,5.23,1.46
corundum-20-bb,3000,600,61,4.32,3200.0,978000000000000.0,37.9,7.3,11.0,0.0,5.41e-05,5.29,1.42
corundum-20-bb,3000,600,62,4.6,3140.0,987000000000000.0,38.3,7.36,11.0,0.0,5.67e-05,5.22,1.39
corundum-20-bb,3000,600,63,4.9,3090.0,995000000000000.0,38.6,7.43,11.0,0.0,5.95e-05,5.16,1.37
corundum-20-bb,3000,600,64,5.22,3030.0,1000000000000000.0,38.9,7.49,11.0,0.0,6.24e-05,5.1,1.35
corundum-20-bb,3000,600,65,5.56,2980.0,1010000000000000.0,39.3,7.56,11.0,0.0,6.54e-05,5.04,1.32
corundum-20-bb,3000,600,66,5.92,2930.0,1020000000000000.0,39.6,7.63,11.0,0.0,6.86e-05,4.99,1.3
corundum-20-bb,3000,600,67,6.3,2870.0,1030000000000000.0,40.0,7.7,11.0,0.0,7.2e-05,4.93,1.28
corundum-20-bb,3000,600,68,6.71,2820.0,1040000000000000.0,40.4,7.77,11.0,0.0,7.56e-05,4.88,1.26
corundum-20-bb,3000,600,69,7.14,2770.0,1050000000000000.0,40.8,7.84,11.0,0.0,7.93e-05,4.83,1.24
corundum-20-bb,3000,600,70,7.61,2730.0,1060000000000000.0,41.0,7.89,11.0,0.0,8.22e-05,4.79,1.22
corundum-20-bb,3000,600,71,8.1,2680.0,1070000000000000.0,41.4,7.97,11.0,0.0,8.64e-05,4.74,1.2
corundum-20-bb,3000,600,72,8.62,2630.0,1080000000000000.0,41.8,8.05,11.0,0.0,9.07e-05,4.69,1.18
corundum-20-bb,3000,600,73,9.18,2580.0,1090000000000000.0,42.2,8.13,11.0,0.0,9.54e-05,4.65,1.16
corundum-20-bb,3000,600,74,9.78,2530.0,1100000000000000.0,42.7,8.21,10.0,0.0,0.0001,4.6,1.15
corundum-20-bb,3000,600,75,10.4,2480.0,1110000000000000.0,43.1,8.29,10.0,0.0,0.000105,4.56,1.13
corundum-20-bb,3000,600,76,11.1,2430.0,1120000000000000.0,43.5,8.38,10.0,0.0,0.000111,4.51,1.11
corundum-20-bb,3000,600,77,11.8,2370.0,1130000000000000.0,44.0,8.47,10.0,1.0,0.000117,4.47,1.09
corundum-20-bb,3000,600,78,12.6,2330.0,1150000000000000.0,44.5,8.56,10.0,1.0,0.000123,4.43,1.08
corundum-20-bb,3000,600,79,13.4,2280.0,1160000000000000.0,44.9,8.65,10.0,1.0,0.000129,4.39,1.06
corundum-20-bb,3000,600,80,14.2,2230.0,1170000000000000.0,45.4,8.75,10.0,1.0,0.000136,4.36,1.05
corundum-20-bb,3000,600,81,15.2,2180.0,1190000000000000.0,46.0,8.84,10.0,1.0,0.000144,4.32,1.03
corundum-20-bb,3000,600,82,16.2,2130.0,1200000000000000.0,46.5,8.95,10.0,1.0,0.000151,4.28,1.02
corundum-20-bb,3000,600,83,17.2,2080.0,1210000000000000.0,47.0,9.05,10.0,1.0,0.00016,4.25,1.01
corundum-20-bb,3000,600,84,18.3,2030.0,1230000000000000.0,47.6,9.16,10.0,1.0,0.000168,4.21,0.993
corundum-20-bb,3000,600,85,19.5,1980.0,1240000000000000.0,48.2,9.27,10.0,1.0,0.000178,4.18,0.981
corundum-20-bb,3000,600,86,20.8,1930.0,1260000000000000.0,48.8,9.39,10.0,1.0,0.000188,4.15,0.969
corundum-20-bb,3000,600,87,22.1,1890.0,1270000000000000.0,49.3,9.49,9.0,1.0,0.000197,4.12,0.955
corundum-20-bb,3000,600,88,23.5,1840.0,1290000000000000.0,49.9,9.61,9.0,1.0,0.000208,4.09,0.944
corundum-20-bb,3000,600,89,25.1,1790.0,1310000000000000.0,50.6,9.74,9.0,2.0,0.00022,4.05,0.934
corundum-20-bb,3000,600,90,26.7,1750.0,1320000000000000.0,51.3,9.87,9.0,2.0,0.000233,4.02,0.924
corundum-20-bb,3000,600,91,28.4,1700.0,1340000000000000.0,52.0,10.0,9.0,2.0,0.000246,3.98,0.915
corundum-20-bb,3000,600,92,30.3,1650.0,1360000000000000.0,52.8,10.2,9.0,2.0,0.000261,3.94,0.905
corundum-20-bb,3000,600,93,32.2,1600.0,1380000000000000.0,53.6,10.3,9.0,2.0,0.000277,3.91,0.897
corundum-20-bb,3000,600,94,34.3,1550.0,1400000000000000.0,54.4,10.5,9.0,2.0,0.000293,3.87,0.888
corundum-20-bb,3000,600,95,36.5,1500.0,1430000000000000.0,55.3,10.6,9.0,2.0,0.000311,3.83,0.88
corundum-20-bb,3000,600,96,38.9,1460.0,1450000000000000.0,56.2,10.8,9.0,2.0,0.00033,3.79,0.872
corundum-20-bb,3000,600,97,41.4,1410.0,1470000000000000.0,57.1,11.0,8.0,2.0,0.000351,3.75,0.865
corundum-20-bb,3000,600,98,44.1,1360.0,1500000000000000.0,58.1,11.2,8.0,3.0,0.000373,3.71,0.858
corundum-20-bb,3000,600,99,47.0,1310.0,1530000000000000.0,59.2,11.4,8.0,3.0,0.000397,3.67,0.851
corundum-20-bb,3000,600,100,50.0,1270.0,1550000000000000.0,60.2,11.6,8.0,3.0,0.000423,3.63,0.845
corundum-20-bb,3000,800,1,0.1,22700.0,367000000000000.0,14.2,2.74,19.0,0.0,2.64e-06,13.7,1.91
corundum-20-bb,3000,800,2,0.106,22400.0,370000000000000.0,14.3,2.76,19.0,0.0,2.81e-06,13.8,1.95
corundum-20-bb,3000,800,3,0.113,22100.0,372000000000000.0,14.4,2.77,19.0,0.0,2.95e-06,13.8,1.98
corundum-20-bb,3000,800,4,0.121,21900.0,374000000000000.0,14.5,2.79,19.0,0.0,3.1e-06,13.8,2.02
corundum-20-bb,3000,800,5,0.129,21700.0,376000000000000.0,14.6,2.8,19.0,0.0,3.25e-06,13.9,2.05
corundum-20-bb,3000,800,6,0.137,21400.0,378000000000000.0,14.7,2.82,19.0,0.0,3.41e-06,13.9,2.08
corundum-20-bb,3000,800,7,0.146,21200.0,380000000000000.0,14.7,2.84,19.0,0.0,3.58e-06,13.8,2.11
corundum-20-bb,3000,800,8,0.155,20900.0,382000000000000.0,14.8,2.85,19.0,0.0,3.76e-06,13.8,2.13
corundum-20-bb,3000,800,9,0.165,20600.0,385000000000000.0,14.9,2.87,19.0,0.0,3.95e-06,13.8,2.16
corundum-20-bb,3000,800,10,0.176,20400.0,387000000000000.0,15.0,2.89,19.0,0.0,4.14e-06,13.8,2.18
corundum-20-bb,3000,800,11,0.187,20100.0,390000000000000.0,15.1,2.91,19.0,0.0,4.35e-06,13.7,2.21
corundum-20-bb,3000,800,12,0.199,19900.0,392000000000000.0,15.2,2.93,18.0,0.0,4.56e-06,13.6,2.23
corundum-20-bb,3000,800,13,0.212,19600.0,395000000000000.0,15.3,2.95,18.0,0.0,4.78e-06,13.6,2.25
corundum-20-bb,3000,800,14,0.226,19300.0,398000000000000.0,15.4,2.97,18.0,0.0,5.01e-06,13.5,2.26
corundum-20-bb,3000,800,15,0.241,19100.0,400000000000000.0,15.5,2.99,18.0,0.0,5.25e-06,13.4,2.28
corundum-20-bb,3000,800,16,0.256,18800.0,403000000000000.0,15.6,3.01,18.0,0.0,5.49e-06,13.2,2.29
corundum-20-bb,3000,800,17,0.273,18500.0,406000000000000.0,15.7,3.03,18.0,0.0,5.75e-06,13.1,2.3
corundum-20-bb,3000,800,18,0.291,18300.0,409000000000000.0,15.9,3.05,18.0,0.0,6.02e-06,13.0,2.31
corundum-20-bb,3000,800,19,0.31,18000.0,412000000000000.0,16.0,3.07,18.0,0.0,6.29e-06,12.8,2.31
corundum-20-bb,3000,800,20,0.33,17800.0,415000000000000.0,16.1,3.09,18.0,0.0,6.58e-06,12.7,2.31
corundum-20-bb,3000,800,21,0.351,17500.0,418000000000000.0,16.2,3.12,18.0,0.0,6.88e-06,12.5,2.31
corundum-20-bb,3000,800,22,0.374,17300.0,421000000000000.0,16.3,3.14,18.0,0.0,7.19e-06,12.3,2.31
corundum-20-bb,3000,800,23,0.398,17000.0,424000000000000.0,16.4,3.16,17.0,0.0,7.5e-06,12.1,2.3
corundum-20-bb,3000,800,24,0.424,16800.0,427000000000000.0,16.5,3.18,17.0,0.0,7.83e-06,11.9,2.29
corundum-20-bb,3000,800,25,0.451,16500.0,430000000000000.0,16.7,3.21,17.0,0.0,8.17e-06,11.7,2.28
corundum-20-bb,3000,800,26,0.48,16300.0,433000000000000.0,16.8,3.23,17.0,0.0,8.52e-06,11.5,2.27
corundum-20-bb,3000,800,27,0.511,16100.0,436000000000000.0,16.9,3.25,17.0,0.0,8.88e-06,11.2,2.25
corundum-20-bb,3000,800,28,0.545,15900.0,439000000000000.0,17.0,3.28,17.0,0.0,9.25e-06,11.0,2.24
corundum-20-bb,3000,800,29,0.58,15600.0,442000000000000.0,17.1,3.3,17.0,0.0,9.63e-06,10.7,2.22
corundum-20-bb,3000,800,30,0.617,15400.0,445000000000000.0,17.3,3.32,17.0,0.0,1e-05,10.5,2.19
corundum-20-bb,3000,800,31,0.657,15200.0,449000000000000.0,17.4,3.35,17.0,0.0,1.05e-05,10.3,2.18
corundum-20-bb,3000,800,32,0.7,15000.0,452000000000000.0,17.5,3.37,17.0,0.0,1.1e-05,10.2,2.17
corundum-20-bb,3000,800,33,0.745,14800.0,455000000000000.0,17.6,3.39,16.0,0.0,1.15e-05,10.1,2.15
corundum-20-bb,3000,800,34,0.794,14600.0,458000000000000.0,17.8,3.42,16.0,0.0,1.2e-05,9.91,2.13
corundum-20-bb,3000,800,35,0.845,14400.0,461000000000000.0,17.9,3.44,16.0,0.0,1.26e-05,9.77,2.11
corundum-20-bb,3000,800,36,0.9,14200.0,465000000000000.0,18.0,3.47,16.0,0.0,1.31e-05,9.62,2.09
corundum-20-bb,3000,800,37,0.958,14000.0,468000000000000.0,18.1,3.49,16.0,0.0,1.37e-05,9.47,2.07
corundum-20-bb,3000,800,38,1.02,13800.0,471000000000000.0,18.3,3.51,16.0,0.0,1.44e-05,9.32,2.04
corundum-20-bb,3000,800,39,1.09,13600.0,474000000000000.0,18.4,3.54,16.0,0.0,1.5e-05,9.17,2.02
corundum-20-bb,3000,800,40,1.16,13400.0,478000000000000.0,18.5,3.56,16.0,0.0,1.57e-05,9.02,1.99
corundum-20-bb,3000,800,41,1.23,13200.0,481000000000000.0,18.6,3.59,16.0,0.0,1.64e-05,8.86,1.97
corundum-20-bb,3000,800,42,1.31,13100.0,483000000000000.0,18.7,3.6,16.0,0.0,1.7e-05,8.75,1.95
corundum-20-bb,3000,800,43,1.4,12900.0,486000000000000.0,18.9,3.63,16.0,0.0,1.78e-05,8.6,1.92
corundum-20-bb,3000,800,44,1.49,12700.0,490000000000000.0,19.0,3.65,15.0,0.0,1.86e-05,8.45,1.89
corundum-20-bb,3000,800,45,1.58,12500.0,494000000000000.0,19.2,3.69,15.0,0.0,1.95e-05,8.37,1.85
corundum-20-bb,3000,800,46,1.69,12400.0,497000000000000.0,19.3,3.71,15.0,0.0,2.04e-05,8.23,1.82
corundum-20-bb,3000,800,47,1.8,12200.0,501000000000000.0,19.4,3.74,15.0,0.0,2.14e-05,8.1,1.79
corundum-20-bb,3000,800,48,1.91,12000.0,504000000000000.0,19.5,3.76,15.0,0.0,2.23e-05,7.97,1.76
corundum-20-bb,3000,800,49,2.04,11900.0,508000000000000.0,19.7,3.79,15.0,0.0,2.34e-05,7.84,1.73
corundum-20-bb,3000,800,50,2.17,11700.0,511000000000000.0,19.8,3.81,15.0,0.0,2.44e-05,7.72,1.7
corundum-20-bb,3000,800,51,2.31,11500.0,515000000000000.0,20.0,3.84,15.0,0.0,2.56e-05,7.6,1.67
corundum-20-bb,3000,800,52,2.46,11400.0,518000000000000.0,20.1,3.87,15.0,0.0,2.67e-05,7.48,1.64
corundum-20-bb,3000,800,53,2.62,11300.0,521000000000000.0,20.2,3.89,15.0,0.0,2.76e-05,7.43,1.61
corundum-20-bb,3000,800,54,2.79,11100.0,525000000000000.0,20.3,3.92,15.0,0.0,2.89e-05,7.32,1.58
corundum-20-bb,3000,800,55,2.97,10900.0,529000000000000.0,20.5,3.94,14.0,0.0,3.03e-05,7.21,1.56
corundum-20-bb,3000,800,56,3.16,10800.0,532000000000000.0,20.6,3.97,14.0,0.0,3.17e-05,7.11,1.53
corundum-20-bb,3000,800,57,3.36,10600.0,536000000000000.0,20.8,4.0,14.0,0.0,3.32e-05,7.02,1.5
corundum-20-bb,3000,800,58,3.58,10500.0,540000000000000.0,20.9,4.03,14.0,0.0,3.47e-05,6.93,1.47
corundum-20-bb,3000,800,59,3.81,10300.0,545000000000000.0,21.1,4.06,14.0,0.0,3.66e-05,6.9,1.44
corundum-20-bb,3000,800,60,4.06,10200.0,549000000000000.0,21.3,4.09,14.0,0.0,3.83e-05,6.81,1.41
corundum-20-bb,3000,800,61,4.32,10000.0,552000000000000.0,21.4,4.12,14.0,0.0,4e-05,6.89,1.37
corundum-20-bb,3000,800,62,4.6,9880.0,556000000000000.0,21.6,4.15,14.0,0.0,4.18e-05,6.81,1.34
corundum-20-bb,3000,800,63,4.9,9740.0,560000000000000.0,21.7,4.18,14.0,0.0,4.38e-05,6.73,1.32
corundum-20-bb,3000,800,64,5.22,9600.0,565000000000000.0,21.9,4.21,14.0,0.0,4.59e-05,6.66,1.3
corundum-20-bb,3000,800,65,5.56,9450.0,569000000000000.0,22.1,4.24,14.0,0.0,4.81e-05,6.59,1.27
corundum-20-bb,3000,800,66,5.92,9310.0,573000000000000.0,22.2,4.28,14.0,0.0,5.04e-05,6.52,1.25
corundum-20-bb,3000,800,67,6.3,9140.0,578000000000000.0,22.4,4.32,14.0,0.0,5.27e-05,6.45,1.22
corundum-20-bb,3000,800,68,6.71,9000.0,583000000000000.0,22.6,4.35,13.0,0.0,5.53e-05,6.39,1.2
corundum-20-bb,3000,800,69,7.14,8850.0,588000000000000.0,22.8,4.39,13.0,0.0,5.79e-05,6.33,1.18
corundum-20-bb,3000,800,70,7.61,8780.0,590000000000000.0,22.9,4.4,13.0,0.0,6.01e-05,6.3,1.17
corundum-20-bb,3000,800,71,8.1,8640.0,595000000000000.0,23.1,4.44,13.0,0.0,6.31e-05,6.25,1.15
corundum-20-bb,3000,800,72,8.62,8500.0,600000000000000.0,23.3,4.48,13.0,0.0,6.62e-05,6.19,1.13
corundum-20-bb,3000,800,73,9.18,8350.0,605000000000000.0,23.5,4.51,13.0,0.0,6.95e-05,6.14,1.11
corundum-20-bb,3000,800,74,9.78,8210.0,610000000000000.0,23.7,4.55,13.0,0.0,7.3e-05,6.09,1.1
corundum-20-bb,3000,800,75,10.4,8030.0,617000000000000.0,23.9,4.61,13.0,0.0,7.66e-05,6.03,1.08
corundum-20-bb,3000,800,76,11.1,7880.0,623000000000000.0,24.2,4.65,13.0,0.0,8.05e-05,5.99,1.06
corundum-20-bb,3000,800,77,11.8,7730.0,629000000000000.0,24.4,4.69,13.0,0.0,8.46e-05,5.94,1.04
corundum-20-bb,3000,800,78,12.6,7590.0,635000000000000.0,24.6,4.74,13.0,1.0,8.9e-05,5.9,1.03
corundum-20-bb,3000,800,79,13.4,7440.0,641000000000000.0,24.9,4.78,13.0,1.0,9.37e-05,5.86,1.02
corundum-20-bb,3000,800,80,14.2,7290.0,648000000000000.0,25.1,4.83,13.0,1.0,9.86e-05,5.82,1.0
corundum-20-bb,3000,800,81,15.2,7140.0,655000000000000.0,25.4,4.88,13.0,1.0,0.000104,5.78,0.989
corundum-20-bb,3000,800,82,16.2,6990.0,662000000000000.0,25.6,4.94,12.0,1.0,0.00011,5.74,0.977
corundum-20-bb,3000,800,83,17.2,6830.0,669000000000000.0,25.9,4.99,12.0,1.0,0.000115,5.7,0.965
corundum-20-bb,3000,800,84,18.3,6680.0,677000000000000.0,26.2,5.05,12.0,1.0,0.000122,5.66,0.954
corundum-20-bb,3000,800,85,19.5,6530.0,685000000000000.0,26.5,5.11,12.0,1.0,0.000129,5.63,0.943
corundum-20-bb,3000,800,86,20.8,6370.0,693000000000000.0,26.9,5.17,12.0,1.0,0.000136,5.59,0.933
corundum-20-bb,3000,800,87,22.1,6240.0,700000000000000.0,27.1,5.22,12.0,1.0,0.000143,5.58,0.92
corundum-20-bb,3000,800,88,23.5,6090.0,709000000000000.0,27.5,5.29,12.0,1.0,0.000151,5.54,0.911
corundum-20-bb,3000,800,89,25.1,5930.0,718000000000000.0,27.8,5.36,12.0,1.0,0.000159,5.5,0.902
corundum-20-bb,3000,800,90,26.7,5770.0,728000000000000.0,28.2,5.43,12.0,2.0,0.000169,5.46,0.894
corundum-20-bb,3000,800,91,28.4,5610.0,738000000000000.0,28.6,5.51,12.0,2.0,0.000179,5.42,0.887
corundum-20-bb,3000,800,92,30.3,5450.0,749000000000000.0,29.0,5.59,12.0,2.0,0.000189,5.38,0.879
corundum-20-bb,3000,800,93,32.2,5290.0,761000000000000.0,29.5,5.67,11.0,2.0,0.000201,5.34,0.873
corundum-20-bb,3000,800,94,34.3,5120.0,772000000000000.0,29.9,5.76,11.0,2.0,0.000214,5.3,0.867
corundum-20-bb,3000,800,95,36.5,4960.0,785000000000000.0,30.4,5.86,11.0,2.0,0.000227,5.25,0.861
corundum-20-bb,3000,800,96,38.9,4800.0,798000000000000.0,30.9,5.95,11.0,2.0,0.000242,5.21,0.855
corundum-20-bb,3000,800,97,41.4,4640.0,812000000000000.0,31.5,6.06,11.0,2.0,0.000257,5.16,0.85
corundum-20-bb,3000,800,98,44.1,4480.0,826000000000000.0,32.0,6.16,11.0,2.0,0.000274,5.12,0.845
corundum-20-bb,3000,800,99,47.0,4320.0,841000000000000.0,32.6,6.28,11.0,3.0,0.000292,5.07,0.84
corundum-20-bb,3000,800,100,50.0,4160.0,857000000000000.0,33.2,6.39,11.0,3.0,0.000311,5.01,0.836
corundum-20-bb,3200,1000,1,0.1,52300.0,242000000000000.0,10.7,1.81,23.0,0.0,2.27e-06,17.8,2.15
corundum-20-bb,3200,1000,2,0.106,51500.0,244000000000000.0,10.7,1.82,23.0,0.0,2.42e-06,17.9,2.2
corundum-20-bb,3200,1000,3,0.113,50900.0,245000000000000.0,10.8,1.83,22.0,0.0,2.54e-06,18.0,2.23
corundum-20-bb,3200,1000,4,0.121,50400.0,246000000000000.0,10.9,1.84,22.0,0.0,2.66e-06,18.0,2.26
corundum-20-bb,3200,1000,5,0.129,49800.0,248000000000000.0,10.9,1.85,22.0,0.0,2.8e-06,18.0,2.3
corundum-20-bb,3200,1000,6,0.137,49200.0,249000000000000.0,11.0,1.86,22.0,0.0,2.94e-06,17.9,2.33
