 ===========================
  Output from program Dusty 
  Version: 2.0
 ===========================
  
  INPUT parameters from file:
  year4_3500_350.inp                                                    
  
* ----------------------------------------------------------------------
* NOTES:
* This is a simple version of an input file producing a minimal output.
* ----------------------------------------------------------------------
  Central source spectrum described by a black body                       
  with temperature: 3500 K
  --------------------------------------------
  Abundances for supported grains:
  Sil-Ow Sil-Oc Sil-DL grf-DL amC-Hn SiC-Pg
  1.000  0.000  0.000  0.000  0.000  0.000
  MRN size distribution:
       Power q:  3.5
  Minimal size: 5.00E-03 microns
  Maximal size: 2.50E-01 microns
  --------------------------------------------
  Dust temperature on the inner boundary: 350  K
  --------------------------------------------
  Density for radiatively driven winds from
  full dynamic calculation.
  Relative thickness: 1.000E+04
  --------------------------------------------
  Optical depths at 1.0E+01 microns
  ranging from 1.00E-01 to 5.00E+01
  100 models with logarithmic grid           
  Required accuracy: 5%
  --------------------------------------------
  
  ====================================================  
  For compliance with the point-source assumption, the
  following results should only be applied to sources 
  whose effective temperature exceeds 725  K.
  ====================================================
          
  RESULTS:
  --------
 ###   tau0   F1(W/m2)  r1(cm)    r1/rc   theta1  Td(Y) err   Mdot      Ve       M> 
 ###     1        2        3        4        5      6    7      8        9       10 
 ======================================================================================
  53 2.62E+00 3.56E+02 2.93E+15 1.55E+02 2.19E+01    8   0 6.75E-05 3.12E+00 1.88E+00
  54 2.79E+00 3.53E+02 2.94E+15 1.55E+02 2.20E+01    8   1 6.97E-05 3.07E+00 1.84E+00
  55 2.97E+00 3.48E+02 2.96E+15 1.56E+02 2.21E+01    8   1 7.28E-05 3.01E+00 1.80E+00
  56 3.16E+00 3.44E+02 2.98E+15 1.57E+02 2.22E+01    8   1 7.60E-05 2.96E+00 1.76E+00
  57 3.36E+00 3.40E+02 3.00E+15 1.58E+02 2.24E+01    8   1 7.93E-05 2.90E+00 1.71E+00
  58 3.58E+00 3.35E+02 3.02E+15 1.59E+02 2.25E+01    8   1 8.29E-05 2.85E+00 1.67E+00
  59 3.81E+00 3.30E+02 3.04E+15 1.61E+02 2.27E+01    8   1 8.70E-05 2.84E+00 1.62E+00
  60 4.06E+00 3.26E+02 3.06E+15 1.62E+02 2.29E+01    8   1 9.09E-05 2.79E+00 1.58E+00
  61 4.32E+00 3.22E+02 3.08E+15 1.63E+02 2.30E+01    8   0 9.45E-05 2.83E+00 1.52E+00
  62 4.60E+00 3.18E+02 3.10E+15 1.64E+02 2.31E+01    8   0 9.88E-05 2.79E+00 1.49E+00
  63 4.90E+00 3.14E+02 3.12E+15 1.65E+02 2.33E+01    8   0 1.03E-04 2.74E+00 1.45E+00
  64 5.22E+00 3.09E+02 3.14E+15 1.66E+02 2.35E+01    8   0 1.08E-04 2.70E+00 1.42E+00
  65 5.56E+00 3.05E+02 3.17E+15 1.67E+02 2.36E+01    8   0 1.13E-04 2.66E+00 1.39E+00
  66 5.92E+00 3.01E+02 3.19E+15 1.68E+02 2.38E+01    8   0 1.18E-04 2.62E+00 1.36E+00
  67 6.30E+00 2.96E+02 3.21E+15 1.70E+02 2.40E+01    8   0 1.24E-04 2.59E+00 1.33E+00
  68 6.71E+00 2.92E+02 3.24E+15 1.71E+02 2.41E+01    8   0 1.29E-04 2.55E+00 1.30E+00
  69 7.14E+00 2.87E+02 3.26E+15 1.72E+02 2.43E+01    8   0 1.36E-04 2.51E+00 1.27E+00
  70 7.61E+00 2.84E+02 3.28E+15 1.73E+02 2.45E+01    8   0 1.40E-04 2.49E+00 1.25E+00
  71 8.10E+00 2.80E+02 3.31E+15 1.74E+02 2.47E+01    8   0 1.47E-04 2.45E+00 1.23E+00
  72 8.62E+00 2.75E+02 3.33E+15 1.76E+02 2.49E+01    7   0 1.54E-04 2.42E+00 1.20E+00
  73 9.18E+00 2.71E+02 3.36E+15 1.77E+02 2.51E+01    7   0 1.62E-04 2.39E+00 1.18E+00
  74 9.78E+00 2.66E+02 3.39E+15 1.79E+02 2.53E+01    7   0 1.70E-04 2.36E+00 1.15E+00
  75 1.04E+01 2.62E+02 3.42E+15 1.80E+02 2.55E+01    7   0 1.78E-04 2.33E+00 1.13E+00
  76 1.11E+01 2.57E+02 3.45E+15 1.82E+02 2.57E+01    7   0 1.87E-04 2.30E+00 1.11E+00
  77 1.18E+01 2.52E+02 3.48E+15 1.84E+02 2.60E+01    7   0 1.97E-04 2.27E+00 1.09E+00
  78 1.26E+01 2.47E+02 3.52E+15 1.86E+02 2.62E+01    7   0 2.07E-04 2.24E+00 1.07E+00
  79 1.34E+01 2.43E+02 3.55E+15 1.87E+02 2.65E+01    7   0 2.18E-04 2.21E+00 1.05E+00
  80 1.42E+01 2.38E+02 3.59E+15 1.89E+02 2.68E+01    7   0 2.29E-04 2.18E+00 1.03E+00
  81 1.52E+01 2.33E+02 3.62E+15 1.91E+02 2.70E+01    7   0 2.41E-04 2.16E+00 1.01E+00
  82 1.62E+01 2.27E+02 3.67E+15 1.94E+02 2.74E+01    7   0 2.53E-04 2.14E+00 9.90E-01
  83 1.72E+01 2.22E+02 3.71E+15 1.96E+02 2.77E+01    7   0 2.67E-04 2.11E+00 9.74E-01
  84 1.83E+01 2.17E+02 3.75E+15 1.98E+02 2.80E+01    7   0 2.81E-04 2.09E+00 9.58E-01
  85 1.95E+01 2.12E+02 3.79E+15 2.00E+02 2.83E+01    7   0 2.97E-04 2.06E+00 9.43E-01
  86 2.08E+01 2.08E+02 3.84E+15 2.02E+02 2.86E+01    7   0 3.13E-04 2.03E+00 9.28E-01
  87 2.21E+01 2.04E+02 3.87E+15 2.04E+02 2.89E+01    7   0 3.28E-04 2.03E+00 9.09E-01
  88 2.35E+01 1.99E+02 3.92E+15 2.07E+02 2.92E+01    7   1 3.46E-04 2.00E+00 8.95E-01
  89 2.51E+01 1.94E+02 3.97E+15 2.09E+02 2.96E+01    6   1 3.66E-04 1.98E+00 8.82E-01
  90 2.67E+01 1.89E+02 4.02E+15 2.12E+02 3.00E+01    6   1 3.87E-04 1.95E+00 8.69E-01
  91 2.84E+01 1.85E+02 4.07E+15 2.15E+02 3.04E+01    6   1 4.09E-04 1.92E+00 8.57E-01
  92 3.03E+01 1.80E+02 4.12E+15 2.18E+02 3.08E+01    6   1 4.32E-04 1.90E+00 8.45E-01
  93 3.22E+01 1.75E+02 4.18E+15 2.21E+02 3.12E+01    6   1 4.57E-04 1.87E+00 8.33E-01
  94 3.43E+01 1.70E+02 4.24E+15 2.24E+02 3.16E+01    6   1 4.84E-04 1.84E+00 8.22E-01
  95 3.65E+01 1.66E+02 4.30E+15 2.27E+02 3.21E+01    6   1 5.13E-04 1.82E+00 8.11E-01
  96 3.89E+01 1.61E+02 4.36E+15 2.30E+02 3.25E+01    6   1 5.44E-04 1.79E+00 8.00E-01
  97 4.14E+01 1.56E+02 4.42E+15 2.33E+02 3.30E+01    6   1 5.76E-04 1.77E+00 7.90E-01
  98 4.41E+01 1.52E+02 4.49E+15 2.37E+02 3.35E+01    6   1 6.11E-04 1.74E+00 7.80E-01
  99 4.70E+01 1.47E+02 4.56E+15 2.41E+02 3.40E+01    6   1 6.49E-04 1.72E+00 7.70E-01
 100 5.00E+01 1.42E+02 4.63E+15 2.45E+02 3.46E+01    6   1 6.89E-04 1.69E+00 7.61E-01
 ======================================================================================
   (1) Optical depth at 1.0E+01 microns
   (2) Bolometric flux at the inner radius 
   (3) Inner radius for L=1E4 Lsun
   (4) Ratio of the inner to the stellar radius
   (5) Angular size (in arcsec) when Fbol=1E-6 W/m2
   (6) Dust temperature at the outer edge (in K)
   (7) Maximum error in flux conservation (%)
   (8) Mass-loss rate (in Msun/yr)
   (9) Terminal outflow velocity (in km/s)
   (10) Upper limit of the stellar mass (in Msun)
 =================================================
  Everything is OK for all models
  Spectra are in files *.s##
 ========== THE END ==============================
