 ===========================
  Output from program Dusty 
  Version: 2.0
 ===========================
  
  INPUT parameters from file:
  aringerOkmh_2800_600.inp                                              
  
* ----------------------------------------------------------------------
* NOTES:
* This is a simple version of an input file producing a minimal output.
* ----------------------------------------------------------------------
  Stellar spectrum supplied from file:
  aringerO_2800_resampled.dat                                           
  --------------------------------------------
  Abundances for supported grains:
  Sil-Ow Sil-Oc Sil-DL grf-DL amC-Hn SiC-Pg
  1.000  0.000  0.000  0.000  0.000  0.000
  KMH size distribution:
       Power q:  3.5
  Minimal size: 1.00E-02 microns
  Characteristic size: 1.00E+00 microns
  --------------------------------------------
  Dust temperature on the inner boundary: 600  K
  --------------------------------------------
  Density for radiatively driven winds from
  full dynamic calculation.
  Relative thickness: 1.000E+04
  --------------------------------------------
  Optical depths at 1.0E+01 microns
  ranging from 1.00E-01 to 5.00E+01
  100 models with logarithmic grid           
  Required accuracy: 5%
  --------------------------------------------
  
  ====================================================  
  For compliance with the point-source assumption, the
  following results should only be applied to sources 
  whose effective temperature exceeds 1503 K.
  ====================================================
          
  RESULTS:
  --------
 ###   tau0   F1(W/m2)  r1(cm)    r1/rc   theta1  Td(Y) err   Mdot      Ve       M> 
 ###     1        2        3        4        5      6    7      8        9       10 
 ======================================================================================
  11 1.87E-01 1.46E+04 4.58E+14 1.97E+02 3.42E+00   17   0  3.27E-06 1.02E+01 1.33E+00
  12 1.99E-01 1.44E+04 4.61E+14 1.99E+02 3.44E+00   17   0  3.44E-06 1.02E+01 1.35E+00
  13 2.12E-01 1.42E+04 4.64E+14 2.00E+02 3.46E+00   17   0  3.62E-06 1.02E+01 1.37E+00
  14 2.26E-01 1.40E+04 4.67E+14 2.01E+02 3.48E+00   17   0  3.81E-06 1.02E+01 1.39E+00
  15 2.41E-01 1.39E+04 4.70E+14 2.02E+02 3.50E+00   17   0  4.00E-06 1.02E+01 1.42E+00
  16 2.56E-01 1.37E+04 4.73E+14 2.04E+02 3.53E+00   17   0  4.21E-06 1.02E+01 1.44E+00
  17 2.73E-01 1.35E+04 4.76E+14 2.05E+02 3.55E+00   17   0  4.43E-06 1.02E+01 1.46E+00
  18 2.91E-01 1.33E+04 4.79E+14 2.06E+02 3.58E+00   17   0  4.66E-06 1.02E+01 1.48E+00
  19 3.10E-01 1.31E+04 4.83E+14 2.08E+02 3.60E+00   17   0  4.90E-06 1.02E+01 1.50E+00
  20 3.30E-01 1.29E+04 4.88E+14 2.10E+02 3.64E+00   17   0  5.22E-06 1.02E+01 1.52E+00
  21 3.51E-01 1.27E+04 4.91E+14 2.12E+02 3.67E+00   16   0  5.49E-06 1.02E+01 1.54E+00
  22 3.74E-01 1.25E+04 4.95E+14 2.13E+02 3.70E+00   16   0  5.77E-06 1.02E+01 1.55E+00
  23 3.98E-01 1.23E+04 4.99E+14 2.15E+02 3.73E+00   16   0  6.07E-06 1.01E+01 1.57E+00
  24 4.24E-01 1.21E+04 5.04E+14 2.17E+02 3.76E+00   16   0  6.38E-06 1.00E+01 1.58E+00
  25 4.51E-01 1.19E+04 5.08E+14 2.19E+02 3.79E+00   16   0  6.70E-06 9.97E+00 1.59E+00
  26 4.80E-01 1.17E+04 5.12E+14 2.21E+02 3.82E+00   16   0  7.04E-06 9.90E+00 1.60E+00
  27 5.11E-01 1.15E+04 5.17E+14 2.23E+02 3.85E+00   16   0  7.39E-06 9.82E+00 1.61E+00
  28 5.45E-01 1.13E+04 5.21E+14 2.25E+02 3.89E+00   16   0  7.76E-06 9.72E+00 1.62E+00
  29 5.80E-01 1.11E+04 5.26E+14 2.27E+02 3.92E+00   16   0  8.15E-06 9.62E+00 1.63E+00
  30 6.17E-01 1.09E+04 5.31E+14 2.29E+02 3.96E+00   16   0  8.55E-06 9.52E+00 1.63E+00
  31 6.57E-01 1.07E+04 5.36E+14 2.31E+02 4.00E+00   16   0  8.97E-06 9.40E+00 1.64E+00
  32 7.00E-01 1.05E+04 5.41E+14 2.33E+02 4.03E+00   16   0  9.41E-06 9.28E+00 1.64E+00
  33 7.45E-01 1.03E+04 5.46E+14 2.35E+02 4.07E+00   16   0  9.87E-06 9.15E+00 1.64E+00
  34 7.94E-01 1.01E+04 5.51E+14 2.37E+02 4.11E+00   16   0  1.03E-05 9.02E+00 1.64E+00
  35 8.45E-01 9.88E+03 5.56E+14 2.40E+02 4.15E+00   15   0  1.08E-05 8.88E+00 1.64E+00
  36 9.00E-01 9.70E+03 5.62E+14 2.42E+02 4.19E+00   15   0  1.14E-05 8.73E+00 1.63E+00
  37 9.58E-01 9.51E+03 5.67E+14 2.44E+02 4.23E+00   15   0  1.19E-05 8.58E+00 1.63E+00
  38 1.02E+00 9.33E+03 5.73E+14 2.47E+02 4.27E+00   15   0  1.24E-05 8.43E+00 1.62E+00
  39 1.09E+00 9.15E+03 5.78E+14 2.49E+02 4.31E+00   15   0  1.30E-05 8.27E+00 1.61E+00
  40 1.16E+00 8.97E+03 5.84E+14 2.52E+02 4.36E+00   15   0  1.36E-05 8.11E+00 1.60E+00
  41 1.23E+00 8.79E+03 5.90E+14 2.54E+02 4.40E+00   15   0  1.43E-05 7.95E+00 1.59E+00
  42 1.31E+00 8.62E+03 5.96E+14 2.57E+02 4.44E+00   15   0  1.50E-05 7.85E+00 1.59E+00
  43 1.40E+00 8.44E+03 6.02E+14 2.59E+02 4.49E+00   15   0  1.58E-05 7.77E+00 1.59E+00
  44 1.49E+00 8.27E+03 6.08E+14 2.62E+02 4.54E+00   15   0  1.66E-05 7.68E+00 1.58E+00
  45 1.58E+00 8.10E+03 6.14E+14 2.65E+02 4.58E+00   15   0  1.75E-05 7.60E+00 1.58E+00
  46 1.69E+00 7.94E+03 6.21E+14 2.67E+02 4.63E+00   15   0  1.84E-05 7.52E+00 1.57E+00
  47 1.80E+00 7.77E+03 6.27E+14 2.70E+02 4.68E+00   14   0  1.93E-05 7.44E+00 1.56E+00
  48 1.91E+00 7.61E+03 6.34E+14 2.73E+02 4.73E+00   14   0  2.04E-05 7.37E+00 1.56E+00
  49 2.04E+00 7.44E+03 6.41E+14 2.76E+02 4.78E+00   14   0  2.14E-05 7.29E+00 1.55E+00
  50 2.17E+00 7.28E+03 6.48E+14 2.79E+02 4.84E+00   14   0  2.26E-05 7.22E+00 1.54E+00
  51 2.31E+00 7.12E+03 6.55E+14 2.82E+02 4.89E+00   14   0  2.38E-05 7.15E+00 1.54E+00
  52 2.46E+00 6.96E+03 6.63E+14 2.86E+02 4.95E+00   14   0  2.51E-05 7.08E+00 1.53E+00
  53 2.62E+00 6.80E+03 6.71E+14 2.89E+02 5.00E+00   14   0  2.64E-05 7.01E+00 1.52E+00
  54 2.79E+00 6.64E+03 6.79E+14 2.92E+02 5.06E+00   14   0  2.79E-05 6.95E+00 1.52E+00
  55 2.97E+00 6.49E+03 6.87E+14 2.96E+02 5.12E+00   14   0  2.94E-05 6.88E+00 1.51E+00
  56 3.16E+00 6.33E+03 6.95E+14 2.99E+02 5.19E+00   14   0  3.10E-05 6.82E+00 1.50E+00
  57 3.36E+00 6.17E+03 7.04E+14 3.03E+02 5.25E+00   14   0  3.27E-05 6.75E+00 1.50E+00
  58 3.58E+00 6.02E+03 7.13E+14 3.07E+02 5.32E+00   14   0  3.45E-05 6.69E+00 1.49E+00
  59 3.81E+00 5.91E+03 7.19E+14 3.10E+02 5.37E+00   14   0  3.60E-05 6.65E+00 1.49E+00
  60 4.06E+00 5.76E+03 7.29E+14 3.14E+02 5.44E+00   13   0  3.80E-05 6.58E+00 1.48E+00
  61 4.32E+00 5.60E+03 7.39E+14 3.18E+02 5.51E+00   13   0  4.02E-05 6.52E+00 1.47E+00
  62 4.60E+00 5.45E+03 7.49E+14 3.23E+02 5.59E+00   13   0  4.25E-05 6.46E+00 1.47E+00
  63 4.90E+00 5.26E+03 7.62E+14 3.28E+02 5.69E+00   13   0  4.54E-05 6.42E+00 1.46E+00
  64 5.22E+00 5.11E+03 7.73E+14 3.33E+02 5.77E+00   13   0  4.81E-05 6.36E+00 1.45E+00
  65 5.56E+00 4.96E+03 7.85E+14 3.38E+02 5.86E+00   13   0  5.09E-05 6.30E+00 1.45E+00
  66 5.92E+00 4.82E+03 7.97E+14 3.43E+02 5.95E+00   13   0  5.39E-05 6.24E+00 1.44E+00
  67 6.30E+00 4.67E+03 8.09E+14 3.49E+02 6.04E+00   13   0  5.72E-05 6.18E+00 1.44E+00
  68 6.71E+00 4.52E+03 8.22E+14 3.54E+02 6.14E+00   13   0  6.06E-05 6.12E+00 1.43E+00
  69 7.14E+00 4.38E+03 8.36E+14 3.60E+02 6.24E+00   13   0  6.43E-05 6.06E+00 1.43E+00
  70 7.61E+00 4.23E+03 8.50E+14 3.66E+02 6.34E+00   13   0  6.83E-05 6.00E+00 1.42E+00
  71 8.10E+00 4.13E+03 8.60E+14 3.71E+02 6.42E+00   12   0  7.14E-05 5.95E+00 1.42E+00
  72 8.62E+00 3.99E+03 8.75E+14 3.77E+02 6.53E+00   12   0  7.59E-05 5.88E+00 1.42E+00
  73 9.18E+00 3.85E+03 8.91E+14 3.84E+02 6.65E+00   12   0  8.07E-05 5.82E+00 1.41E+00
  74 9.78E+00 3.71E+03 9.08E+14 3.91E+02 6.77E+00   12   0  8.59E-05 5.76E+00 1.41E+00
  75 1.04E+01 3.58E+03 9.25E+14 3.98E+02 6.90E+00   12   0  9.14E-05 5.69E+00 1.41E+00
  76 1.11E+01 3.41E+03 9.46E+14 4.08E+02 7.06E+00   12   0  9.83E-05 5.64E+00 1.40E+00
  77 1.18E+01 3.28E+03 9.65E+14 4.16E+02 7.20E+00   12   0  1.05E-04 5.58E+00 1.40E+00
  78 1.26E+01 3.14E+03 9.87E+14 4.25E+02 7.37E+00   12   0  1.12E-04 5.58E+00 1.39E+00
  79 1.34E+01 3.01E+03 1.01E+15 4.34E+02 7.52E+00   12   0  1.20E-04 5.51E+00 1.39E+00
  80 1.42E+01 2.89E+03 1.03E+15 4.43E+02 7.68E+00   11   0  1.28E-04 5.44E+00 1.39E+00
  81 1.52E+01 2.77E+03 1.05E+15 4.53E+02 7.84E+00   11   0  1.36E-04 5.37E+00 1.39E+00
  82 1.62E+01 2.65E+03 1.07E+15 4.63E+02 8.02E+00   11   0  1.45E-04 5.30E+00 1.38E+00
  83 1.72E+01 2.53E+03 1.10E+15 4.73E+02 8.20E+00   11   1  1.55E-04 5.23E+00 1.38E+00
  84 1.83E+01 2.42E+03 1.12E+15 4.84E+02 8.39E+00   11   1  1.66E-04 5.16E+00 1.38E+00
  85 1.95E+01 2.31E+03 1.15E+15 4.96E+02 8.58E+00   11   1  1.78E-04 5.09E+00 1.38E+00
  86 2.08E+01 2.20E+03 1.18E+15 5.07E+02 8.79E+00   11   1  1.90E-04 5.01E+00 1.38E+00
  87 2.21E+01 2.13E+03 1.20E+15 5.16E+02 8.94E+00   11   1  2.00E-04 4.93E+00 1.38E+00
  88 2.35E+01 2.03E+03 1.23E+15 5.29E+02 9.16E+00   10   1  2.14E-04 4.86E+00 1.38E+00
  89 2.51E+01 1.93E+03 1.26E+15 5.42E+02 9.39E+00   10   2  2.30E-04 4.78E+00 1.37E+00
  90 2.67E+01 1.84E+03 1.29E+15 5.56E+02 9.63E+00   10   2  2.46E-04 4.70E+00 1.37E+00
  91 2.84E+01 1.74E+03 1.32E+15 5.70E+02 9.88E+00   10   2  2.64E-04 4.63E+00 1.37E+00
  92 3.03E+01 1.66E+03 1.36E+15 5.85E+02 1.01E+01   10   2  2.84E-04 4.55E+00 1.37E+00
  93 3.22E+01 1.57E+03 1.40E+15 6.01E+02 1.04E+01   10   2  3.04E-04 4.47E+00 1.37E+00
  94 3.43E+01 1.49E+03 1.43E+15 6.17E+02 1.07E+01   10   2  3.27E-04 4.39E+00 1.37E+00
  95 3.65E+01 1.41E+03 1.47E+15 6.34E+02 1.10E+01    9   2 3.51E-04 4.32E+00 1.37E+00
  96 3.89E+01 1.34E+03 1.51E+15 6.52E+02 1.13E+01    9   2 3.78E-04 4.24E+00 1.36E+00
  97 4.14E+01 1.27E+03 1.55E+15 6.70E+02 1.16E+01    9   2 4.06E-04 4.17E+00 1.36E+00
  98 4.41E+01 1.20E+03 1.60E+15 6.89E+02 1.19E+01    9   2 4.37E-04 4.09E+00 1.36E+00
  99 4.70E+01 1.13E+03 1.64E+15 7.08E+02 1.23E+01    9   2 4.70E-04 4.02E+00 1.36E+00
 100 5.00E+01 1.07E+03 1.69E+15 7.28E+02 1.26E+01    9   2 5.05E-04 3.95E+00 1.36E+00
 ======================================================================================
   (1) Optical depth at 1.0E+01 microns
   (2) Bolometric flux at the inner radius 
   (3) Inner radius for L=1E4 Lsun
   (4) Ratio of the inner to the stellar radius
   (5) Angular size (in arcsec) when Fbol=1E-6 W/m2
   (6) Dust temperature at the outer edge (in K)
   (7) Maximum error in flux conservation (%)
   (8) Mass-loss rate (in Msun/yr)
   (9) Terminal outflow velocity (in km/s)
   (10) Upper limit of the stellar mass (in Msun)
 =================================================
  Everything is OK for all models
  Spectra are in files *.s##
 ========== THE END ==============================
