 ===========================
  Output from program Dusty 
  Version: 2.0
 ===========================
  
  INPUT parameters from file:
  aringerOkmh_2600_600.inp                                              
  
* ----------------------------------------------------------------------
* NOTES:
* This is a simple version of an input file producing a minimal output.
* ----------------------------------------------------------------------
  Stellar spectrum supplied from file:
  aringerO_2600_resampled.dat                                           
  --------------------------------------------
  Abundances for supported grains:
  Sil-Ow Sil-Oc Sil-DL grf-DL amC-Hn SiC-Pg
  1.000  0.000  0.000  0.000  0.000  0.000
  KMH size distribution:
       Power q:  3.5
  Minimal size: 1.00E-02 microns
  Characteristic size: 1.00E+00 microns
  --------------------------------------------
  Dust temperature on the inner boundary: 600  K
  --------------------------------------------
  Density for radiatively driven winds from
  full dynamic calculation.
  Relative thickness: 1.000E+04
  --------------------------------------------
  Optical depths at 1.0E+01 microns
  ranging from 1.00E-01 to 5.00E+01
  100 models with logarithmic grid           
  Required accuracy: 5%
  --------------------------------------------
  
  ====================================================  
  For compliance with the point-source assumption, the
  following results should only be applied to sources 
  whose effective temperature exceeds 1502 K.
  ====================================================
          
  RESULTS:
  --------
 ###   tau0   F1(W/m2)  r1(cm)    r1/rc   theta1  Td(Y) err   Mdot      Ve       M> 
 ###     1        2        3        4        5      6    7      8        9       10 
 ======================================================================================
  88 2.35E+01 2.04E+03 1.22E+15 5.27E+02 9.13E+00   10   1  2.13E-04 4.87E+00 1.37E+00
  89 2.51E+01 1.94E+03 1.25E+15 5.40E+02 9.36E+00   10   2  2.28E-04 4.79E+00 1.37E+00
  90 2.67E+01 1.85E+03 1.29E+15 5.54E+02 9.60E+00   10   2  2.45E-04 4.71E+00 1.37E+00
  91 2.84E+01 1.75E+03 1.32E+15 5.69E+02 9.85E+00   10   2  2.63E-04 4.64E+00 1.37E+00
  92 3.03E+01 1.67E+03 1.36E+15 5.84E+02 1.01E+01   10   2  2.82E-04 4.56E+00 1.37E+00
  93 3.22E+01 1.58E+03 1.39E+15 5.99E+02 1.04E+01   10   2  3.03E-04 4.48E+00 1.36E+00
  94 3.43E+01 1.50E+03 1.43E+15 6.16E+02 1.07E+01   10   2  3.26E-04 4.40E+00 1.36E+00
  95 3.65E+01 1.42E+03 1.47E+15 6.32E+02 1.10E+01    9   2 3.50E-04 4.33E+00 1.36E+00
  96 3.89E+01 1.34E+03 1.51E+15 6.50E+02 1.13E+01    9   2 3.76E-04 4.25E+00 1.36E+00
  97 4.14E+01 1.27E+03 1.55E+15 6.68E+02 1.16E+01    9   2 4.05E-04 4.17E+00 1.36E+00
  98 4.41E+01 1.20E+03 1.60E+15 6.87E+02 1.19E+01    9   2 4.35E-04 4.10E+00 1.36E+00
  99 4.70E+01 1.14E+03 1.64E+15 7.07E+02 1.22E+01    9   2 4.68E-04 4.03E+00 1.36E+00
 100 5.00E+01 1.07E+03 1.69E+15 7.27E+02 1.26E+01    9   2 5.04E-04 3.95E+00 1.36E+00
 ======================================================================================
   (1) Optical depth at 1.0E+01 microns
   (2) Bolometric flux at the inner radius 
   (3) Inner radius for L=1E4 Lsun
   (4) Ratio of the inner to the stellar radius
   (5) Angular size (in arcsec) when Fbol=1E-6 W/m2
   (6) Dust temperature at the outer edge (in K)
   (7) Maximum error in flux conservation (%)
   (8) Mass-loss rate (in Msun/yr)
   (9) Terminal outflow velocity (in km/s)
   (10) Upper limit of the stellar mass (in Msun)
 =================================================
  Everything is OK for all models
  Spectra are in files *.s##
 ========== THE END ==============================
