 ===========================
  Output from program Dusty 
  Version: 2.0
 ===========================
  
  INPUT parameters from file:
  aringerOkmh_3400_600.inp                                              
  
* ----------------------------------------------------------------------
* NOTES:
* This is a simple version of an input file producing a minimal output.
* ----------------------------------------------------------------------
  Stellar spectrum supplied from file:
  aringerO_3400_resampled.dat                                           
  --------------------------------------------
  Abundances for supported grains:
  Sil-Ow Sil-Oc Sil-DL grf-DL amC-Hn SiC-Pg
  1.000  0.000  0.000  0.000  0.000  0.000
  KMH size distribution:
       Power q:  3.5
  Minimal size: 1.00E-02 microns
  Characteristic size: 1.00E+00 microns
  --------------------------------------------
  Dust temperature on the inner boundary: 600  K
  --------------------------------------------
  Density for radiatively driven winds from
  full dynamic calculation.
  Relative thickness: 1.000E+04
  --------------------------------------------
  Optical depths at 1.0E+01 microns
  ranging from 1.00E-01 to 5.00E+01
  100 models with logarithmic grid           
  Required accuracy: 5%
  --------------------------------------------
  
  ====================================================  
  For compliance with the point-source assumption, the
  following results should only be applied to sources 
  whose effective temperature exceeds 1459 K.
  ====================================================
          
  RESULTS:
  --------
 ###   tau0   F1(W/m2)  r1(cm)    r1/rc   theta1  Td(Y) err   Mdot      Ve       M> 
 ###     1        2        3        4        5      6    7      8        9       10 
 ======================================================================================
  29 5.80E-01 9.33E+03 5.72E+14 2.47E+02 4.27E+00   16   0  9.16E-06 9.75E+00 1.89E+00
  30 6.17E-01 9.16E+03 5.78E+14 2.49E+02 4.31E+00   16   0  9.60E-06 9.61E+00 1.89E+00
  31 6.57E-01 8.99E+03 5.83E+14 2.51E+02 4.35E+00   15   0  1.00E-05 9.46E+00 1.89E+00
  32 7.00E-01 8.83E+03 5.89E+14 2.54E+02 4.39E+00   15   0  1.05E-05 9.31E+00 1.89E+00
  33 7.45E-01 8.67E+03 5.94E+14 2.56E+02 4.43E+00   15   0  1.10E-05 9.15E+00 1.88E+00
  34 7.94E-01 8.51E+03 6.00E+14 2.58E+02 4.47E+00   15   0  1.15E-05 8.98E+00 1.87E+00
  35 8.45E-01 8.35E+03 6.05E+14 2.61E+02 4.52E+00   15   0  1.20E-05 8.81E+00 1.86E+00
  36 9.00E-01 8.19E+03 6.11E+14 2.63E+02 4.56E+00   15   0  1.26E-05 8.64E+00 1.85E+00
  37 9.58E-01 8.04E+03 6.17E+14 2.66E+02 4.60E+00   15   0  1.32E-05 8.46E+00 1.84E+00
  38 1.02E+00 7.89E+03 6.23E+14 2.68E+02 4.64E+00   15   0  1.37E-05 8.28E+00 1.83E+00
  39 1.09E+00 7.74E+03 6.28E+14 2.71E+02 4.69E+00   15   0  1.44E-05 8.11E+00 1.82E+00
  40 1.16E+00 7.60E+03 6.35E+14 2.73E+02 4.73E+00   15   0  1.51E-05 8.01E+00 1.81E+00
  41 1.23E+00 7.45E+03 6.41E+14 2.76E+02 4.78E+00   15   0  1.59E-05 7.91E+00 1.80E+00
  42 1.31E+00 7.31E+03 6.47E+14 2.79E+02 4.83E+00   15   0  1.67E-05 7.82E+00 1.79E+00
  43 1.40E+00 7.17E+03 6.53E+14 2.81E+02 4.87E+00   14   0  1.75E-05 7.72E+00 1.78E+00
  44 1.49E+00 7.03E+03 6.59E+14 2.84E+02 4.92E+00   14   0  1.84E-05 7.63E+00 1.77E+00
  45 1.58E+00 6.90E+03 6.66E+14 2.87E+02 4.97E+00   14   0  1.93E-05 7.54E+00 1.76E+00
  46 1.69E+00 6.76E+03 6.73E+14 2.90E+02 5.02E+00   14   0  2.03E-05 7.45E+00 1.75E+00
  47 1.80E+00 6.63E+03 6.79E+14 2.93E+02 5.07E+00   14   0  2.13E-05 7.36E+00 1.74E+00
  48 1.91E+00 6.49E+03 6.86E+14 2.96E+02 5.12E+00   14   0  2.24E-05 7.27E+00 1.72E+00
  49 2.04E+00 6.36E+03 6.93E+14 2.99E+02 5.17E+00   14   0  2.36E-05 7.19E+00 1.71E+00
  50 2.17E+00 6.23E+03 7.00E+14 3.02E+02 5.23E+00   14   0  2.48E-05 7.11E+00 1.70E+00
  51 2.31E+00 6.11E+03 7.08E+14 3.05E+02 5.28E+00   14   0  2.60E-05 7.03E+00 1.69E+00
  52 2.46E+00 5.98E+03 7.15E+14 3.08E+02 5.34E+00   14   0  2.74E-05 6.96E+00 1.67E+00
  53 2.62E+00 5.85E+03 7.23E+14 3.11E+02 5.39E+00   14   0  2.88E-05 6.89E+00 1.66E+00
  54 2.79E+00 5.72E+03 7.31E+14 3.15E+02 5.45E+00   14   0  3.03E-05 6.81E+00 1.65E+00
  55 2.97E+00 5.60E+03 7.39E+14 3.18E+02 5.51E+00   14   0  3.19E-05 6.75E+00 1.64E+00
  56 3.16E+00 5.47E+03 7.47E+14 3.22E+02 5.58E+00   13   0  3.36E-05 6.68E+00 1.62E+00
  57 3.36E+00 5.35E+03 7.56E+14 3.26E+02 5.64E+00   13   0  3.55E-05 6.61E+00 1.61E+00
  58 3.58E+00 5.22E+03 7.65E+14 3.30E+02 5.71E+00   13   0  3.74E-05 6.54E+00 1.60E+00
  59 3.81E+00 5.14E+03 7.71E+14 3.32E+02 5.76E+00   13   0  3.89E-05 6.50E+00 1.59E+00
  60 4.06E+00 5.02E+03 7.81E+14 3.36E+02 5.83E+00   13   0  4.10E-05 6.43E+00 1.58E+00
  61 4.32E+00 4.89E+03 7.91E+14 3.41E+02 5.90E+00   13   0  4.33E-05 6.36E+00 1.57E+00
  62 4.60E+00 4.77E+03 8.01E+14 3.45E+02 5.98E+00   13   0  4.57E-05 6.30E+00 1.56E+00
  63 4.90E+00 4.62E+03 8.14E+14 3.50E+02 6.07E+00   13   0  4.87E-05 6.27E+00 1.55E+00
  64 5.22E+00 4.50E+03 8.25E+14 3.55E+02 6.15E+00   13   0  5.15E-05 6.21E+00 1.54E+00
  65 5.56E+00 4.38E+03 8.36E+14 3.60E+02 6.24E+00   13   0  5.44E-05 6.14E+00 1.53E+00
  66 5.92E+00 4.26E+03 8.48E+14 3.65E+02 6.32E+00   13   0  5.75E-05 6.08E+00 1.52E+00
  67 6.30E+00 4.14E+03 8.60E+14 3.70E+02 6.41E+00   13   0  6.09E-05 6.02E+00 1.51E+00
  68 6.71E+00 4.02E+03 8.72E+14 3.76E+02 6.51E+00   12   0  6.44E-05 5.96E+00 1.50E+00
  69 7.14E+00 3.90E+03 8.85E+14 3.81E+02 6.61E+00   12   0  6.83E-05 5.90E+00 1.49E+00
  70 7.61E+00 3.78E+03 8.99E+14 3.87E+02 6.71E+00   12   0  7.23E-05 5.84E+00 1.49E+00
  71 8.10E+00 3.70E+03 9.09E+14 3.92E+02 6.78E+00   12   0  7.56E-05 5.79E+00 1.48E+00
  72 8.62E+00 3.58E+03 9.24E+14 3.98E+02 6.89E+00   12   0  8.02E-05 5.73E+00 1.47E+00
  73 9.18E+00 3.47E+03 9.39E+14 4.05E+02 7.01E+00   12   0  8.51E-05 5.67E+00 1.47E+00
  74 9.78E+00 3.35E+03 9.55E+14 4.11E+02 7.13E+00   12   0  9.04E-05 5.61E+00 1.46E+00
  75 1.04E+01 3.24E+03 9.72E+14 4.19E+02 7.25E+00   12   0  9.60E-05 5.55E+00 1.46E+00
  76 1.11E+01 3.10E+03 9.93E+14 4.28E+02 7.41E+00   12   0  1.03E-04 5.50E+00 1.45E+00
  77 1.18E+01 2.99E+03 1.01E+15 4.36E+02 7.54E+00   12   0  1.10E-04 5.44E+00 1.44E+00
  78 1.26E+01 2.87E+03 1.03E+15 4.45E+02 7.70E+00   11   0  1.17E-04 5.45E+00 1.43E+00
  79 1.34E+01 2.76E+03 1.05E+15 4.53E+02 7.85E+00   11   0  1.25E-04 5.39E+00 1.43E+00
  80 1.42E+01 2.66E+03 1.07E+15 4.62E+02 8.00E+00   11   0  1.33E-04 5.32E+00 1.42E+00
  81 1.52E+01 2.55E+03 1.09E+15 4.71E+02 8.17E+00   11   0  1.42E-04 5.26E+00 1.42E+00
  82 1.62E+01 2.45E+03 1.12E+15 4.81E+02 8.33E+00   11   0  1.51E-04 5.19E+00 1.42E+00
  83 1.72E+01 2.35E+03 1.14E+15 4.91E+02 8.51E+00   11   1  1.61E-04 5.12E+00 1.41E+00
  84 1.83E+01 2.25E+03 1.16E+15 5.02E+02 8.69E+00   11   1  1.72E-04 5.05E+00 1.41E+00
  85 1.95E+01 2.16E+03 1.19E+15 5.13E+02 8.88E+00   11   1  1.84E-04 4.99E+00 1.41E+00
  86 2.08E+01 2.06E+03 1.22E+15 5.24E+02 9.08E+00   11   1  1.96E-04 4.92E+00 1.40E+00
  87 2.21E+01 2.00E+03 1.24E+15 5.33E+02 9.23E+00   10   1  2.06E-04 4.84E+00 1.40E+00
  88 2.35E+01 1.91E+03 1.27E+15 5.45E+02 9.44E+00   10   1  2.21E-04 4.77E+00 1.40E+00
  89 2.51E+01 1.82E+03 1.30E+15 5.58E+02 9.67E+00   10   2  2.36E-04 4.69E+00 1.39E+00
  90 2.67E+01 1.74E+03 1.33E+15 5.72E+02 9.90E+00   10   2  2.53E-04 4.62E+00 1.39E+00
  91 2.84E+01 1.65E+03 1.36E+15 5.86E+02 1.01E+01   10   2  2.71E-04 4.55E+00 1.39E+00
  92 3.03E+01 1.57E+03 1.39E+15 6.00E+02 1.04E+01   10   2  2.90E-04 4.48E+00 1.39E+00
  93 3.22E+01 1.50E+03 1.43E+15 6.16E+02 1.07E+01   10   2  3.11E-04 4.40E+00 1.38E+00
  94 3.43E+01 1.42E+03 1.47E+15 6.31E+02 1.09E+01   10   2  3.34E-04 4.33E+00 1.38E+00
  95 3.65E+01 1.35E+03 1.50E+15 6.48E+02 1.12E+01    9   2 3.59E-04 4.25E+00 1.38E+00
  96 3.89E+01 1.28E+03 1.54E+15 6.65E+02 1.15E+01    9   2 3.85E-04 4.18E+00 1.38E+00
  97 4.14E+01 1.22E+03 1.58E+15 6.83E+02 1.18E+01    9   2 4.14E-04 4.11E+00 1.38E+00
  98 4.41E+01 1.15E+03 1.63E+15 7.01E+02 1.21E+01    9   2 4.44E-04 4.04E+00 1.37E+00
  99 4.70E+01 1.09E+03 1.67E+15 7.20E+02 1.25E+01    9   2 4.78E-04 3.97E+00 1.37E+00
 100 5.00E+01 1.04E+03 1.72E+15 7.40E+02 1.28E+01    9   2 5.13E-04 3.90E+00 1.37E+00
 ======================================================================================
   (1) Optical depth at 1.0E+01 microns
   (2) Bolometric flux at the inner radius 
   (3) Inner radius for L=1E4 Lsun
   (4) Ratio of the inner to the stellar radius
   (5) Angular size (in arcsec) when Fbol=1E-6 W/m2
   (6) Dust temperature at the outer edge (in K)
   (7) Maximum error in flux conservation (%)
   (8) Mass-loss rate (in Msun/yr)
   (9) Terminal outflow velocity (in km/s)
   (10) Upper limit of the stellar mass (in Msun)
 =================================================
  Everything is OK for all models
  Spectra are in files *.s##
 ========== THE END ==============================
