#IRAS-17316-3523_flux_calibrated_x IRAS-17316-3523_flux_calibrated_y
7.301753554134764457e+00,5.041512795228410937e+01
7.310761413201799286e+00,4.771114157343204454e+01
7.319764816957621711e+00,4.409134397346753076e+01
7.328763765402231734e+00,3.907032907026750479e+01
7.337758258535629352e+00,3.435834983115794472e+01
7.346748296357814567e+00,3.021907082316996451e+01
7.355733878868787379e+00,2.824392667917544131e+01
7.364715006068547787e+00,2.888543181564141449e+01
7.373691677957094903e+00,3.099647416750779172e+01
7.382663894534431392e+00,3.326253414803769459e+01
7.391631655800554590e+00,3.488262682642727697e+01
7.400594961755465384e+00,3.710501661143176477e+01
7.409553812399163775e+00,3.742169964181908881e+01
7.418508207731648874e+00,3.722603166769849992e+01
7.427458147752922457e+00,3.622433185956891322e+01
7.436403632462984525e+00,3.589432661802673863e+01
7.445344661861833302e+00,3.407412127263143020e+01
7.454281235949468787e+00,3.337133643474584943e+01
7.463213354725892756e+00,3.189427081281630549e+01
7.472141018191104322e+00,3.127173537142055082e+01
7.481064226345103485e+00,2.953735401919072956e+01
7.489982979187890244e+00,2.878769500884800792e+01
7.498897276719464600e+00,2.771789248593503530e+01
7.507807118939826552e+00,2.799281183372327675e+01
7.516712505848975212e+00,2.742719710256121957e+01
7.525613437446913245e+00,2.753517856728995739e+01
7.534509913733637987e+00,2.722634222325377351e+01
7.543401934709149437e+00,2.820637386198592367e+01
7.552289500373450259e+00,2.835015159863889878e+01
7.561172610726537791e+00,2.887154555949149426e+01
7.570051265768412918e+00,2.797260152109233289e+01
7.578925465499074754e+00,2.750472438419399523e+01
7.587795209918525074e+00,2.558995326539465864e+01
7.596660499026762992e+00,2.413486487473400999e+01
7.605521332823788505e+00,2.227212601417615190e+01
7.614377711309601615e+00,2.203109895811600794e+01
7.623229634484203210e+00,2.165905580641105743e+01
7.632077102347590625e+00,2.229071170652163048e+01
7.640920114899766524e+00,2.283417199374737550e+01
7.649758672140729132e+00,2.436893132183002919e+01
7.658592774070481113e+00,2.571878423870295194e+01
7.667422420689020690e+00,2.770170768931490457e+01
7.676247611996346087e+00,2.902004951467618810e+01
7.685068347992460858e+00,3.099831847414882091e+01
7.693884628677361448e+00,3.132575039629967151e+01
7.702696454051049635e+00,3.214290304976668722e+01
7.711503824113527195e+00,3.144627423559946422e+01
7.720306738864791463e+00,3.218530563770182340e+01
7.729105198304843327e+00,3.187555200029398961e+01
7.737899202433682788e+00,3.247977237298375286e+01
7.746688751251308958e+00,3.166337421802896657e+01
7.755473844757725388e+00,3.235643601169450534e+01
7.764254482952926750e+00,3.126211086039687714e+01
7.773030665836916597e+00,3.063012250906655609e+01
7.781802393409693153e+00,2.814873211357923921e+01
7.790569665671258193e+00,2.667805539763819311e+01
7.799332482621611717e+00,2.514372956639205015e+01
7.808090844260751950e+00,2.479352499093611684e+01
