#IRAS-17545-3056_flux_calibrated_x IRAS-17545-3056_flux_calibrated_y
7.315533772101396437e+00,2.406495539288638241e+00
7.324534814542277061e+00,2.538795060768667344e+00
7.333531401671943506e+00,2.635306346312895620e+00
7.342523533490399323e+00,2.933340003550323427e+00
7.351511209997641849e+00,2.863769825723662787e+00
7.360494431193671083e+00,3.024663101232923701e+00
7.369473197078489690e+00,2.734030920959462652e+00
7.378447507652095005e+00,2.834173716644893481e+00
7.387417362914487917e+00,2.700751431987672202e+00
7.396382762865668425e+00,2.679610045539206009e+00
7.405343707505636530e+00,2.630555042864735515e+00
7.414300196834392231e+00,2.613970045051289048e+00
7.423252230851935529e+00,2.594504061187826061e+00
7.432199809558267312e+00,2.656438334652414746e+00
7.441142932953384914e+00,2.583142015968984406e+00
7.450081601037291001e+00,2.770034601884815650e+00
7.459015813809985573e+00,2.747584653591264914e+00
7.467945571271466854e+00,2.830842866607317099e+00
7.476870873421734842e+00,2.811329234830959312e+00
7.485791720260792204e+00,2.806986023142781228e+00
7.494708111788636273e+00,2.778581533295531703e+00
7.503620048005267940e+00,2.961329695160591413e+00
7.512527528910687202e+00,2.928307639397843776e+00
7.521430554504894062e+00,2.897205608630204932e+00
7.530329124787888517e+00,2.832008026571790626e+00
7.539223239759670570e+00,2.789160286274695810e+00
7.548112899420240218e+00,2.683978068012516260e+00
7.556998103769597463e+00,2.671133779745489267e+00
7.565878852807743193e+00,2.596388444754177183e+00
7.574755146534675632e+00,2.670826487123315829e+00
7.583626984950395666e+00,2.615386143967374455e+00
7.592494368054903298e+00,2.768789911594605524e+00
7.601357295848197637e+00,2.830797763244321974e+00
7.610215768330281350e+00,2.934450339106358552e+00
7.619069785501151770e+00,2.914391578827217888e+00
7.627919347360809788e+00,2.850524526711236017e+00
7.636764453909255401e+00,2.769727455616153744e+00
7.645605105146489500e+00,2.642642967345065319e+00
7.654441301072509418e+00,2.496878758951718069e+00
7.663273041687318710e+00,2.520350340098307829e+00
7.672100326990913821e+00,2.505748001428358407e+00
7.680923156983298306e+00,2.551428167840218642e+00
7.689741531664468610e+00,2.648357241847809629e+00
7.698555451034429176e+00,2.651495429638007106e+00
7.707364915093174673e+00,2.775903876457748609e+00
7.716169923840708655e+00,2.861093017652949655e+00
7.724970477277031122e+00,2.929553070847780383e+00
7.733766575402139409e+00,3.103389411382937446e+00
7.742558218216037069e+00,3.101759958630406988e+00
7.751345405718722326e+00,3.080891227114596731e+00
7.760128137910193402e+00,3.167443495831793410e+00
7.768906414790452963e+00,3.242754951514821293e+00
7.777680236359499233e+00,3.552744128677114865e+00
7.786449602617333987e+00,3.854276768695920730e+00
7.795214513563958114e+00,3.878692679355140172e+00
7.803974969199368061e+00,4.102154859256389230e+00
7.812730969523565605e+00,4.075266208348511832e+00
7.821482514536550745e+00,4.195713555695459007e+00
7.830229604238323482e+00,4.116520616415798806e+00
7.838972238628883815e+00,4.031904035378055973e+00
7.847710417708231745e+00,3.859301853797158621e+00
7.856444141476368159e+00,3.854051388749220486e+00
7.865173409933290394e+00,3.765358621852501919e+00
7.873898223079002001e+00,3.646064845015979383e+00
7.882618580913500317e+00,3.594054737042482461e+00
7.891334483436785341e+00,3.528747742132186893e+00
7.900045930648860626e+00,3.432325145462389315e+00
7.908752922549720843e+00,3.436373114308750587e+00
