WAVE,FLUX,ERR,ERRSYS
7.3946700096,2.5611222,0.030335609,0.006736991
7.4249100685,2.5670402,0.031721026,0.0062666647
7.4551501274,2.56559,0.032228246,0.005071993
7.4854001999,2.594659,0.033111505,0.015341388
7.5761198997,2.804255,0.02159312,0
7.6366000175,2.929627,0.022092301,0
7.6970901489,3.0166402,0.021520436,0.014931506
7.7575697899,3.0168655,0.020822233,0.019416885
7.8180499077,2.9927518,0.02051922,0.0069927266
7.8785400391,3.0191045,0.020860191,0.0014045979
7.9390201569,3.0831523,0.021175204,0.0011064815
7.9995098114,3.074901,0.021278981,0
8.0599899292,3.0410109,0.020344518,0.001626335
8.120470047,2.9763234,0.02002762,0.0019936687
8.1809597015,2.963525,0.020141626,0
8.2414398193,2.965803,0.020154819,0
8.3019199371,2.9501467,0.020062456,0
8.3624095917,2.8925567,0.019264275,0
8.4228897095,2.777033,0.018753506,0.010831043
8.4833698273,2.6889274,0.018289462,0.045907445
8.5438604355,2.5878956,0.018086508,0.039698064
8.6043395996,2.4495409,0.018234273,0
8.6648302078,2.2607508,0.016543368,0.0044284617
8.7253103256,2.0966606,0.015584555,0.049324773
8.7857904434,1.8083962,0.014181031,0
8.846280098,1.5094024,0.012884429,0
8.9067602158,1.232126,0.011608802,0
8.9672403336,0.98912203,0.010487585,0
9.0277299881,0.7958482,0.009400139,0
9.0882101059,0.6671041,0.008516664,0.023419559
9.1486902237,0.57283056,0.007885862,0.016188383
9.2091798782,0.49952102,0.0074007977,0.013153642
9.269659996,0.44719175,0.007063247,0.007135242
9.3301496506,0.40652716,0.006805659,0.007135242
9.3906297684,0.3916425,0.00679477,0.005210668
9.4511098862,0.38331386,0.0067257527,0.005210668
9.5115995407,0.36751118,0.0066025937,0.0017712116
9.5720796585,0.3509546,0.006378522,0.0017422487
9.6325597763,0.33524334,0.0061922213,0.0017417967
9.6930503845,0.31879964,0.0060001696,0.0017417967
9.7535295486,0.3071684,0.0058533666,0.0011998456
9.8140096664,0.30320922,0.0058610803,0.0001879616
9.8745002747,0.3122509,0.005977804,0
9.9349803925,0.32812244,0.0061380705,0
9.995470047,0.3437611,0.006258067,0
10.0559501648,0.35145298,0.0062991884,0
10.1164302826,0.36047372,0.0063085225,0
10.1769199371,0.37948015,0.006429444,0
10.2374000549,0.39739832,0.0066462327,0
10.2978801727,0.40716198,0.0068198247,0
10.3583698273,0.41360945,0.006947685,0
10.4188499451,0.42756203,0.0071273753,0
10.4793300629,0.44410065,0.007339597,0.00149009
10.5398197174,0.45795268,0.0074519007,0.002353739
10.6002998352,0.4677066,0.0075331684,0.0002544224
10.6607904434,0.47893372,0.0076185367,0.0009356357
10.7212696075,0.49985358,0.0077812197,0.0025371313
10.7817497253,0.516693,0.00800613,0.0025371313
10.8422403336,0.5367063,0.008217632,0.0020703534
10.9027204514,0.55853933,0.008492988,0.0004487104
10.9631996155,0.569931,0.00866632,0.0027476207
11.0236902237,0.5859863,0.008813062,0
11.0841703415,0.6054021,0.008989344,0
11.1446504593,0.6253525,0.009161767,0
11.2051401138,0.6611154,0.0093911635,0
11.2656202316,0.70856225,0.009659391,0
11.3261098862,0.76555324,0.009961494,0
11.386590004,0.84983444,0.010459011,0
11.4470701218,1.0022329,0.011419761,0
11.5075597763,1.1614193,0.012361231,0
11.5680398941,1.2694532,0.01301593,0.00615263
11.6285200119,1.3692641,0.013556374,0.00615263
11.6890096664,1.4798746,0.014280834,0.001999259
11.7494897842,1.5797014,0.014671294,0
11.809969902,1.6470642,0.014872384,0.001999259
11.8704595566,1.7049121,0.014980097,0.0040290356
11.9309396744,1.8974469,0.016060978,0.0001291528
11.9914302826,2.1133857,0.016955769,0
12.0519104004,2.2840436,0.017920785,0.0027901423
12.1123895645,2.4281566,0.018703582,0.0031290054
12.1728801727,2.5571187,0.01938909,0.0031290054
12.2333602905,2.7026649,0.02035358,0.005073458
12.2938404083,2.8150787,0.020729084,0.0014701048
12.3543300629,2.9440377,0.02124791,0.008358101
12.4148101807,3.0494878,0.0216329,0.004023035
12.4752902985,3.149973,0.021895036,0
12.535779953,3.240349,0.022251243,0.004850116
12.5962600708,3.3342407,0.022559881,0.0060299532
12.6567497253,3.395558,0.022762112,0.0033693989
12.7172298431,3.4580858,0.023091452,0.0013676082
12.7777099609,3.499172,0.023300443,0
12.8381996155,3.549236,0.023635712,0
12.8986797333,3.6233168,0.024213947,0.000228088
12.9591598511,3.662955,0.02460629,0.000638485
13.0196504593,3.7322292,0.025083171,0.0004590936
13.0801296234,3.7814767,0.025698328,0
13.1406097412,3.7914603,0.025960874,0
13.2011003494,3.8172793,0.026321918,0
13.2615804672,3.832547,0.026622767,0.001334815
13.3220596313,3.8528378,0.026980912,0.009483754
13.3825502396,3.8490162,0.027141742,0.0001868952
13.4430303574,3.840556,0.027452542,0.0036311573
13.5035200119,3.828038,0.027464349,0.005302906
13.5640001297,3.839178,0.02760722,0
13.6244802475,3.8844876,0.02809633,0
13.684969902,3.8906355,0.02844704,0.021106005
13.7454500198,3.9027643,0.028777262,0
13.8059301376,3.8992286,0.029182868,0.017593384
13.8664197922,3.9106755,0.029577632,0.021106005
13.92689991,3.9400487,0.030467007,0.004190536
13.9873800278,3.966763,0.030815374,0.017593384
