WAVE,FLUX,ERR,ERRSYS
5.2474899292,2.619623,0.039171614,0.0019470812
5.2777299881,2.8251371,0.0395869,0.083305836
5.307970047,2.8762848,0.03794098,0.044267178
5.3382101059,2.7908938,0.036316246,0.018958569
5.3684601784,2.85135,0.03761799,0
5.3987002373,2.9580812,0.03904001,0
5.4289398193,3.0753827,0.039515477,0
5.4591798782,3.1418045,0.03891302,0.029122353
5.4894199371,3.1106849,0.03790063,0
5.5196700096,3.0402193,0.037335757,0.015767574
5.5499100685,2.989665,0.03815235,0
5.5801501274,3.106759,0.040126603,0.015767574
5.6103901863,3.1834579,0.04168504,0.009781599
5.6406297684,3.2836697,0.042788096,0.009781599
5.6708798409,3.3124342,0.042849228,0.021042109
5.7011198997,3.3261614,0.043431807,0
5.7313599586,3.4391842,0.04520524,0.03591323
5.7616000175,3.4190407,0.04604679,0
5.7918400764,3.53987,0.0481651,0
5.8220901489,3.6129808,0.048870664,0
5.8523302078,3.6078312,0.047618546,0
5.8825697899,3.6427577,0.046970773,0.005050199
5.9128098488,3.6749868,0.046392612,0.00862952
5.9430499077,3.7154863,0.04596599,0.0018824446
5.9732999802,3.7770665,0.04497311,0.02183952
6.0035400391,3.8417368,0.044329867,0.008326346
6.033780098,3.819096,0.04307442,0.02909978
6.0640201569,3.8668065,0.04247749,0.016080339
6.0942602158,3.9576054,0.04326515,0.045667008
6.1245098114,4.0215206,0.04335752,0.07114633
6.1547498703,4.0304418,0.043820214,0.039803017
6.1849899292,4.1269636,0.04472505,0
6.2152299881,4.1245728,0.04506599,0
6.245470047,4.1820855,0.045967333,0.018386442
6.2757201195,4.1633215,0.04742165,0.048357964
6.3059601784,4.214585,0.049715336,0.03396605
6.3362002373,4.307888,0.052266464,0
6.3664398193,4.3688993,0.05404334,0
6.3966798782,4.465819,0.055174273,0
6.4269299507,4.4724736,0.054943077,0
6.4571700096,4.4192553,0.05487029,0
6.4874100685,4.3232093,0.05422922,0.000928483
6.5176501274,4.3538256,0.055684797,0.018979039
6.5478901863,4.372307,0.057003226,0.0003792234
6.578139782,4.4010363,0.057489928,0
6.6083798409,4.4885845,0.059304204,0.0067393035
6.6386198997,4.603421,0.055529285,0.019058228
6.6688599586,4.668483,0.05368521,0
6.6991000175,4.5288086,0.051231947,0
6.72935009,4.501529,0.05108738,0.086236954
6.7595901489,4.5132256,0.052150756,0.12720442
6.7898302078,4.6310425,0.05358807,0.026911035
6.8200697899,4.7217374,0.055160146,0
6.8503098488,4.691536,0.05657128,0.19394445
6.8805599213,4.767121,0.057720684,0
6.9107999802,4.867747,0.05926386,0
6.9410400391,4.832666,0.060765825,0
6.971280098,4.789283,0.061436355,0.13998938
7.0015201569,4.852309,0.06445615,0.13998938
7.0317702293,4.9091444,0.06636842,0
7.0620098114,5.0324945,0.06791389,0.13363919
7.0922498703,5.000984,0.06867604,0.0069537163
7.1224899292,5.0705748,0.06838817,0
7.1527299881,5.0353394,0.06774058,0.10549533
7.1829800606,4.956008,0.06868509,0.02137775
7.2132201195,5.0179915,0.07112872,0
7.2434601784,5.0355167,0.072777756,0.06308013
7.2737002373,5.0803328,0.07497229,0.025497593
7.3039398193,5.1795473,0.07370878,0
7.3341898918,5.191752,0.07277711,0
7.3644299507,5.1252003,0.07312417,0
7.3946700096,5.135735,0.07352473,0.10179875
7.4249100685,5.1194196,0.07148366,0.14856604
7.4551501274,4.9943857,0.07156616,0.08662567
7.4854001999,5.054237,0.07165216,0.06537875
7.5761198997,5.4465446,0.05629992,0.22933523
7.6366000175,5.642902,0.05655653,0.25655842
7.6970901489,5.820343,0.055593576,0.25655842
7.7575697899,5.691938,0.053617954,0.06885323
7.8180499077,5.6752467,0.052731514,0
7.8785400391,5.5766015,0.05123876,0.13859978
7.9390201569,5.7357855,0.052182395,0.23034915
7.9995098114,5.762551,0.050899144,0.25610888
8.0599899292,5.615693,0.04892724,0.26620007
8.120470047,5.4245243,0.04775634,0.13184044
8.1809597015,5.465284,0.047754645,0
8.2414398193,5.4970474,0.04772549,0
8.3019199371,5.500117,0.048148043,0
8.3624095917,5.4208097,0.04557755,0.05722969
8.4228897095,5.191382,0.04407377,0.15501879
8.4833698273,5.0386467,0.043133784,0.13302201
8.5438604355,4.8886266,0.04260626,0.08690374
8.6043395996,4.7738748,0.041500017,0
8.6648302078,4.537802,0.039456874,0
8.7253103256,4.293537,0.037379958,0
8.7857904434,3.9006388,0.034805987,0
8.846280098,3.4460738,0.03219526,0
8.9067602158,3.024957,0.030326108,0
8.9672403336,2.61968,0.028439969,0
9.0277299881,2.2487042,0.026571637,0
9.0882101059,1.986067,0.024847096,0
9.1486902237,1.786991,0.02366495,0
9.2091798782,1.6116098,0.022663523,0
9.269659996,1.4845067,0.02192582,0
9.3301496506,1.3969461,0.021525634,0
9.3906297684,1.3715843,0.021561237,0
9.4511098862,1.3481724,0.021436302,0.03762567
