WAVE,FLUX,ERR,ERRSYS
20.335439682,0.53927785,0.020565571,0.17698833
20.4201202393,0.5500151,0.02181076,0.14207874
20.5048007965,0.53725934,0.022225289,0.12914631
20.5894699097,0.41689163,0.013982595,0
20.7588291168,0.62241304,0.018624235,0
20.9281806946,0.6590029,0.01632117,0.05119425
21.097530365,0.51084673,0.0142341545,0
21.2668895721,0.65083575,0.017192151,0
21.4362392426,0.7484435,0.016285416,0
21.6056003571,0.66049457,0.014171171,0.06823397
21.7749500275,0.72122145,0.0166644,0.07204735
21.9442996979,0.84483224,0.016801134,0.08540779
22.1136608124,0.8575929,0.013467118,0.08540779
22.2830104828,0.8069111,0.0131900385,0
22.4523601532,1.0058625,0.016394353,0.09899747
22.6217193604,0.9971354,0.014984549,0.11975324
22.7910709381,0.986901,0.012913028,0.0056699887
22.9604301453,0.97864866,0.012475179,0
23.1297798157,1.0648515,0.014448769,0.07052918
23.2991294861,1.0843674,0.015823098,0.041807894
23.4684906006,1.113252,0.014909162,0.007849121
23.637840271,1.1705303,0.013581926,0
23.8071899414,1.1861017,0.013350566,0.015957637
23.9765491486,1.1865921,0.013992644,0.05705346
24.1459007263,1.1476629,0.013857145,0.10825274
24.3152599335,1.1753864,0.013059256,0.14410257
24.4846096039,1.197602,0.012147644,0.12511916
24.6539592743,1.137389,0.012444653,0.0090561975
24.8233203888,1.2508101,0.014090566,0.15569353
24.9926700592,1.2437402,0.0147113865,0.15569353
25.1620197296,1.2702945,0.01422341,0.1475389
25.3313808441,1.2549363,0.0132655315,0
25.5007305145,1.2858323,0.013602573,0.1475389
25.6700897217,1.3125025,0.015122285,0.11644757
25.8394393921,1.2953055,0.015603683,0.06230223
26.0087890625,1.3372177,0.015439813,0.06230223
26.178150177,1.3731736,0.014743893,0.06230223
26.3474998474,1.4095067,0.014504082,0.06230223
26.5168495178,1.4115962,0.014557555,0.059247423
26.6862106323,1.427196,0.015586903,0.017170105
26.8555603027,1.4628009,0.016398357,0.028051993
27.0249195099,1.4743391,0.016865985,0.044906855
27.1942691803,1.4942641,0.01641053,0.044906855
27.3636207581,1.5409714,0.01597832,0.02753467
27.5329799652,1.567527,0.015734565,0.019948754
27.7023296356,1.5637828,0.01659789,0.06442225
27.871679306,1.5966413,0.018471403,0.06516435
28.0410404205,1.6027564,0.019996133,0.06333786
28.2103900909,1.6700795,0.020850718,0.0008332331
28.3797492981,1.5610183,0.018932944,0.0825963
28.5491008759,1.6118517,0.017739791,0.0825963
28.7184505463,1.6103714,0.01692539,0.07769966
28.8878097534,1.6115708,0.017564561,0.05066371
29.0571594238,1.6234355,0.019617895,0.003116168
29.2265090942,1.6582706,0.022762675,0
29.3958702087,1.6761419,0.023453576,0
29.5652198792,1.6542997,0.020867195,0.0506195
29.7345790863,1.6559434,0.020330448,0.07292175
29.9039306641,1.6425989,0.019735873,0.03382893
30.0732803345,1.6059648,0.01873874,0
30.2426395416,1.6640757,0.020386742,0
30.411989212,1.6549922,0.021861847,0
30.5813407898,1.6902586,0.02414761,0
30.7506999969,1.6769944,0.025205642,0.0005379933
30.9200496674,1.673035,0.02526697,0.0031588466
31.0894107819,1.6573963,0.02572286,0.0001043545
31.2587604523,1.646192,0.02489665,0.0104357
31.4281101227,1.6339843,0.023804925,0.0104357
31.5974693298,1.6926237,0.02638119,0.0104357
31.7668209076,1.6819983,0.02723194,0.026607212
31.936170578,1.6968963,0.028693391,0.029704928
32.1055297852,1.704503,0.03057485,0.029704928
32.2748794556,1.7198191,0.032760475,0.028154343
32.4442405701,1.7510266,0.034351014,0.014236531
32.6135902405,1.791047,0.03524283,0.0072118905
32.7829399109,1.7726177,0.034355883,0.008060332
32.9523010254,1.7949818,0.034748673,0.010742215
33.1216506958,1.7794284,0.0352991,0.02786865
33.2910003662,1.8691852,0.03923909,0
33.4603614807,1.7839991,0.040974416,0
33.6297111511,1.737936,0.03985908,0.0012498155
33.7990684509,1.881474,0.047058344,0.040518608
33.9684181213,1.8224388,0.04799749,0.0055174157
34.1377716064,1.747814,0.05255996,0.039511338
34.3071289063,1.7240784,0.051194027,0.04462136
34.4764785767,1.7205644,0.05134244,0.04260075
34.6458282471,1.6599638,0.051337242,0.03762065
34.8151893616,1.5967578,0.052214455,0.017316077
34.984539032,1.568143,0.05196196,1.26604755E-005
35.1539001465,1.5468949,0.05538013,0.000021033
35.3232498169,1.5051321,0.05888946,0.013169109
35.4925994873,1.6340877,0.06803704,0.05508268
35.6619606018,1.5262898,0.070306495,0.056102242
35.8313102722,1.5127827,0.081541985,0.071189284
36.0006599426,1.4782125,0.091015406,0.0021375194
36.1700210571,1.5961089,0.0941829,0.070232846
36.3393707275,1.5655947,0.093704246,0.054497354
36.508731842,1.3276168,0.08476418,0.014013406
36.6780815125,1.4062539,0.094751365,0.029811524
36.8474311829,1.4863323,0.10513463,0.02291419
37.0167884827,1.3962082,0.105355605,0
37.1861381531,1.3782665,0.11763038,0
37.3554916382,1.364291,0.12472805,0
