5.236012,0.348731,0.017718,2,0.009987,0.007731,0.00453
5.249054,0.348238,0.018038,2,0.010307,0.007731,0.001766
5.267,0.351427,0.010555,2,0.010555,0,0.003977
5.297988,0.355377,0.010385,2,0.010385,0,0.003089
5.31103,0.342211,0.010086,2,0.010086,0,0.002119
5.328976,0.350287,0.017032,2,0.010005,0.007027,0.001909
5.342018,0.346354,0.016725,2,0.009698,0.007027,0.001378
5.359964,0.339437,0.017787,2,0.009952,0.007835,0.00153
5.373006,0.339268,0.01739,2,0.009555,0.007835,0.001307
5.390952,0.343668,0.016983,2,0.009956,0.007027,0.001601
5.403994,0.340532,0.01661,2,0.009582,0.007027,0.001717
5.421939,0.336218,0.016825,2,0.009798,0.007027,0.0018
5.434981,0.338573,0.016257,2,0.009229,0.007027,0.00174
5.452927,0.343759,0.016303,2,0.009328,0.006975,0.002266
5.465969,0.341059,0.01571,2,0.008735,0.006975,0.001852
5.483914,0.332504,0.015711,2,0.008736,0.006975,0.002282
5.496956,0.334326,0.016396,2,0.009421,0.006975,0.001714
5.514902,0.337413,0.014371,2,0.008557,0.005814,0.00128
5.527944,0.336552,0.014156,2,0.008342,0.005814,0.001442
5.545889,0.338275,0.00836,2,0.00836,0,0.001228
5.576877,0.338383,0.009608,2,0.009608,0,0.001268
5.589918,0.33584,0.007915,2,0.007915,0,0.001177
5.607864,0.334739,0.008072,2,0.008072,0,0.001462
5.620905,0.334994,0.007743,2,0.007743,0,0.001309
5.638851,0.334735,0.007847,2,0.007847,0,0.001631
5.651893,0.334757,0.007474,2,0.007474,0,0.001474
5.68288,0.330969,0.007206,2,0.007206,0,0.001301
5.700825,0.334916,0.007337,2,0.007337,0,0.001586
5.713867,0.329449,0.008144,2,0.008144,0,0.00113
5.731812,0.326444,0.007305,2,0.007305,0,0.001474
5.744854,0.33316,0.007325,2,0.007325,0,0.00117
5.762799,0.331184,0.007564,2,0.007564,0,0.001399
5.775841,0.330868,0.007603,2,0.007603,0,0.001217
5.793786,0.340807,0.007848,2,0.007848,0,0.001425
5.824773,0.33655,0.013056,2,0.008039,0.005016,0.001657
5.837814,0.334706,0.012993,2,0.007977,0.005016,0.001141
5.855759,0.33308,0.013665,2,0.008163,0.005502,0.001774
5.868801,0.33415,0.013741,2,0.008239,0.005502,0.001089
5.886746,0.337217,0.008364,2,0.008364,0,0.001642
5.899787,0.331852,0.008496,2,0.008496,0,0.001046
5.917733,0.340955,0.00864,2,0.00864,0,0.001875
5.930774,0.330563,0.008753,2,0.008753,0,0.001107
5.948719,0.342465,0.00896,2,0.00896,0,0.002184
5.961761,0.330142,0.009009,2,0.009009,0,0.001223
5.979705,0.340895,0.009226,2,0.009226,0,0.001744
5.992747,0.339058,0.009348,2,0.009348,0,0.001358
6.023733,0.331733,0.009334,2,0.009334,0,0.001383
6.041678,0.33563,0.015909,2,0.009472,0.006437,0.001627
6.054719,0.33532,0.015745,2,0.009308,0.006437,0.00144
6.072664,0.338112,0.009582,2,0.009582,0,0.001389
6.103651,0.336552,0.015621,2,0.010538,0.005083,0.001433
6.116692,0.333721,0.014292,2,0.009209,0.005083,0.001411
6.134636,0.339113,0.00944,2,0.00944,0,0.001482
6.165623,0.339624,0.01456,2,0.009477,0.005083,0.001409
6.178664,0.338252,0.014125,2,0.009042,0.005083,0.002759
6.196609,0.338906,0.009252,2,0.009252,0,0.001358
6.227594,0.33575,0.014149,2,0.009066,0.005083,0.001355
6.240635,0.336396,0.013628,2,0.008545,0.005083,0.001385
6.25858,0.342737,0.008953,2,0.008953,0,0.001247
6.271621,0.326792,0.008337,2,0.008337,0,0.001184
6.289566,0.337378,0.008795,2,0.008795,0,0.00118
6.320551,0.336924,0.008861,2,0.008861,0,0.001192
6.333592,0.331705,0.008493,2,0.008493,0,0.001154
6.351537,0.337599,0.010449,2,0.010449,0,0.001312
6.382523,0.333664,0.008618,2,0.008618,0,0.001744
6.395564,0.331693,0.008294,2,0.008294,0,0.001733
6.426549,0.332847,0.008109,2,0.008109,0,0.001739
6.444493,0.332514,0.012337,2,0.008204,0.004132,0.001748
6.457534,0.332788,0.012164,2,0.008032,0.004132,0.00143
6.48852,0.322857,0.009767,2,0.009767,0,9.78E-04
6.506464,0.328672,0.010142,2,0.010142,0,0.001203
6.537449,0.319323,0.008702,2,0.008702,0,0.001208
6.55049,0.319797,0.00893,2,0.00893,0,0.001133
6.568434,0.327745,0.009272,2,0.009272,0,0.001621
6.581475,0.320738,0.009405,2,0.009405,0,0.001278
6.599419,0.32416,0.009411,2,0.009411,0,0.002288
6.61246,0.323515,0.009681,2,0.009681,0,0.001653
6.643445,0.32436,0.009606,2,0.009606,0,0.00206
