wavelength,flux,error,strip,errrms,errsys,errcal
6.147717,0.076161,0.008918,2,0.008918,0.0,5.23E-4
6.165856,0.069047,0.008126,2,0.008126,0.0,2.84E-4
6.178703,0.066275,0.008704,2,0.008704,0.0,5.45E-4
6.196842,0.068597,0.010478,2,0.007817,0.002661,2.7E-4
6.209689,0.071988,0.01115,2,0.008488,0.002661,3.66E-4
6.227828,0.074404,0.011345,2,0.007678,0.003667,2.91E-4
6.240674,0.079058,0.011741,2,0.008075,0.003667,3.36E-4
6.258813,0.074935,0.007564,2,0.007564,0.0,2.72E-4
6.27166,0.074002,0.008018,2,0.008018,0.0,2.68E-4
6.289799,0.075836,0.007656,2,0.007656,0.0,2.65E-4
6.302646,0.07623,0.008037,2,0.008037,0.0,2.66E-4
6.320785,0.068483,0.008599,2,0.007516,0.001083,2.4E-4
6.333632,0.07074,0.009075,2,0.007992,0.001083,2.48E-4
6.35177,0.075165,0.008036,2,0.008036,0.0,2.93E-4
6.364617,0.075256,0.008033,2,0.008033,0.0,3.09E-4
6.382756,0.073314,0.008987,2,0.007904,0.001083,3.81E-4
6.395603,0.075988,0.008992,2,0.007909,0.001083,4.0E-4
6.413741,0.076775,0.008037,2,0.008037,0.0,4.58E-4
6.426588,0.067492,0.007413,2,0.007413,0.0,3.53E-4
6.444727,0.070122,0.00784,2,0.00784,0.0,3.66E-4
6.457573,0.072125,0.00749,2,0.00749,0.0,3.12E-4
6.475712,0.069914,0.012479,2,0.008141,0.004338,2.93E-4
6.488558,0.065009,0.01187,2,0.007532,0.004338,1.9E-4
6.506697,0.066031,0.008549,2,0.008549,0.0,2.42E-4
6.519544,0.067064,0.008084,2,0.008084,0.0,2.21E-4
6.537683,0.073884,0.012519,2,0.009715,0.002805,2.85E-4
6.550529,0.071896,0.011842,2,0.009037,0.002805,2.5E-4
6.568667,0.073469,0.011805,2,0.010359,0.001446,3.68E-4
6.581514,0.073172,0.011093,2,0.009648,0.001446,2.89E-4
6.599652,0.071122,0.011359,2,0.010767,5.92E-4,5.05E-4
6.612499,0.067106,0.010406,2,0.009814,5.92E-4,3.41E-4
6.630638,0.058841,0.011298,2,0.010533,7.65E-4,4.67E-4
6.643484,0.061497,0.010699,2,0.009934,7.65E-4,3.93E-4
6.661623,0.070197,0.010552,2,0.010552,0.0,5.73E-4
6.674469,0.070085,0.010186,2,0.010186,0.0,3.96E-4
6.692607,0.062423,0.010376,2,0.010376,0.0,4.17E-4
6.705453,0.073361,0.010725,2,0.010725,0.0,3.02E-4
6.723592,0.067671,0.013435,2,0.010324,0.003111,2.72E-4
6.736438,0.068845,0.013698,2,0.010587,0.003111,2.43E-4
6.754577,0.071351,0.013297,2,0.01063,0.002667,2.42E-4
6.767423,0.070678,0.013975,2,0.011308,0.002667,2.63E-4
6.785561,0.065278,0.010579,2,0.010579,0.0,2.98E-4
6.798408,0.064429,0.011316,2,0.011316,0.0,2.73E-4
6.816545,0.069468,0.012589,2,0.010712,0.001878,3.39E-4
6.829392,0.066406,0.013214,2,0.011336,0.001878,2.84E-4
6.84753,0.065548,0.010651,2,0.010651,0.0,3.29E-4
6.860376,0.065194,0.011334,2,0.011334,0.0,2.64E-4
6.878514,0.070106,0.012119,2,0.010354,0.001764,3.62E-4
6.891361,0.07454,0.013377,2,0.011613,0.001764,2.85E-4
6.909499,0.067682,0.011927,2,0.010163,0.001764,3.39E-4
6.922345,0.068629,0.012754,2,0.010989,0.001764,2.86E-4
6.940483,0.069822,0.012028,2,0.010188,0.00184,3.27E-4
6.953329,0.070042,0.012836,2,0.010996,0.00184,2.87E-4
6.971467,0.069615,0.010182,2,0.010182,0.0,3.19E-4
6.984313,0.069149,0.01098,2,0.01098,0.0,2.91E-4
7.002451,0.070486,0.010613,2,0.010613,0.0,3.6E-4
7.015297,0.073603,0.01124,2,0.01124,0.0,3.4E-4
7.033435,0.069589,0.012948,2,0.010644,0.002305,4.27E-4
7.046281,0.065521,0.013118,2,0.010813,0.002305,3.37E-4
7.064419,0.06633,0.010209,2,0.010209,0.0,4.38E-4
7.077265,0.066639,0.010382,2,0.010382,0.0,3.93E-4
7.095403,0.072634,0.010316,2,0.010316,0.0,5.42E-4
7.108249,0.06683,0.010059,2,0.010059,0.0,4.07E-4
7.126387,0.074641,0.012734,2,0.010429,0.002305,5.54E-4
7.139233,0.069261,0.01238,2,0.010075,0.002305,3.85E-4
7.157371,0.066577,0.010316,2,0.010316,0.0,3.97E-4
7.170217,0.06696,0.009852,2,0.009852,0.0,3.45E-4
7.188354,0.063601,0.012627,2,0.010586,0.00204,3.61E-4
7.2012,0.065451,0.012429,2,0.010389,0.00204,3.11E-4
7.219338,0.06203,0.013435,2,0.011395,0.00204,3.11E-4
7.232184,0.06652,0.01309,2,0.01105,0.00204,2.87E-4
7.250322,0.067966,0.015895,2,0.012706,0.003189,3.8E-4
7.263167,0.065415,0.014985,2,0.011796,0.003189,3.08E-4
7.281305,0.067188,0.016548,2,0.013358,0.003189,4.42E-4
7.294151,0.068594,0.015599,2,0.012409,0.003189,3.62E-4
7.312289,0.070579,0.017465,2,0.014276,0.003189,5.14E-4
7.325134,0.067778,0.016141,2,0.012952,0.003189,3.93E-4
7.343272,0.073594,0.016221,2,0.014942,0.001279,5.39E-4
7.356118,0.066973,0.014594,2,0.013315,0.001279,4.31E-4
7.374255,0.058264,0.014286,2,0.014286,0.0,4.01E-4
7.387101,0.070833,0.013817,2,0.013817,0.0,4.34E-4
7.405238,0.071422,0.01635,2,0.015071,0.001279,5.05E-4
7.416128,0.06731,0.013686,3,0.009909,0.003777,5.19E-4
7.418084,0.071519,0.01574,2,0.014461,0.001279,3.89E-4
7.436222,0.070768,0.016,2,0.015186,8.14E-4,5.75E-4
7.441826,0.065692,0.013169,3,0.009392,0.003777,5.22E-4
7.449067,0.063598,0.015059,2,0.014245,8.14E-4,3.32E-4
7.467205,0.064544,0.018557,2,0.015481,0.003077,4.56E-4
7.478103,0.065296,0.009524,3,0.009524,0.0,4.52E-4
7.48005,0.060995,0.018008,2,0.014932,0.003077,3.0E-4
7.503801,0.063612,0.00928,3,0.00928,0.0,4.58E-4
